Species_name,GBIF_name,Order,Family,IUCN_status,Agriculture,Hunting,Invasive_species,Climate_change,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Primary_lifestyle,Island_restricted_breeding,Latitudinal_range,Elevational_range,Habitat_breadth,Diet_breadth,Realm,Minimum_elevation,Maximum_elevation,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Range_size,Body_mass,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Tyranneutes virescens,Tyranneutes virescens,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.2,7.4,3.9,3.4,11.8,50.2,15.3,34.4,30.9,20.4,-3.3,8.44,Insessorial,0,1,500,1,2,L,0,500,0.57171547,0.982130233,7.607559394,2.224659985,1189030.52,7.2,2,Fruit,Forest,Sedentary,Lower_risk
Xenopipo uniformis,Xenopipo uniformis,PASSERIFORMES,Pipridae,LC,0,0,0,0,14.5,7.2,4.8,4.2,16.1,78,16.1,61.9,20.7,53,3.28,6.83,Insessorial,0,1,1300,2,2,L,800,2100,0.626516499,1.170737596,9.107582599,2.712356026,70300.47,17.9,2,Fruit,Forest,Sedentary,Lower_risk
Xenopipo atronitens,Xenopipo atronitens,PASSERIFORMES,Pipridae,LC,0,0,0,0,13.9,7.8,4.3,4.2,14.3,70.3,12.5,57.3,17.9,45.8,-14.93,6.96,Insessorial,0,1,700,3,2,L,0,700,0.623456801,1.139751906,8.780876967,2.665555041,1985208.12,15.5,2,Fruit,Woodland,Sedentary,Lower_risk
Heterocercus aurantiivertex,Heterocercus aurantiivertex,PASSERIFORMES,Pipridae,LC,0,0,0,0,14.1,8.4,5,4.5,15.6,81,19.2,61.8,23.7,51,-5.72,-0.15,Insessorial,0,1,300,2,2,L,0,300,0.637872207,1.287767026,9.646791456,2.936449613,233954.07,21.5,2,Fruit,Forest,Sedentary,Lower_risk
Heterocercus flavivertex,Heterocercus flavivertex,PASSERIFORMES,Pipridae,LC,0,0,0,0,14.7,9.4,4.4,4.3,13.6,82.4,15.4,66.1,18.9,49.2,-3.28,6.22,Insessorial,0,1,300,4,2,L,0,300,0.669798253,1.087068099,8.529815649,2.864513105,827963.87,21.3,2,Omnivore,Forest,Sedentary,Lower_risk
Heterocercus linteatus,Heterocercus linteatus,PASSERIFORMES,Pipridae,LC,0,0,0,0,14.6,8.8,4.7,4.4,15.5,85.5,17.9,67.7,20.9,51.2,-15.14,-1.94,Insessorial,0,1,500,3,2,L,0,500,0.660290035,1.086082402,8.66982707,2.809810999,2146985.54,21.2,2,Fruit,Forest,Sedentary,Lower_risk
Manacus candei,Manacus candei,PASSERIFORMES,Pipridae,LC,0,0,0,0,12.6,6.8,4.1,3.9,22,55.7,9.5,45.6,17.2,35.9,9.26,18.58,Insessorial,0,1,700,5,2,L,0,700,0.564743325,1.267409537,9.952812867,2.531795417,283521.13,19.8,2,Fruit,Forest,Sedentary,Lower_risk
Manacus aurantiacus,Manacus aurantiacus,PASSERIFORMES,Pipridae,LC,0,0,0,0,12.4,6,3.6,3.3,19,46.8,6.4,40.4,13.6,28.5,7.2,9.76,Insessorial,0,1,1100,3,2,L,0,1100,0.547862304,1.207495171,9.236876589,2.379011268,29625.42,15.5,2,Fruit,Forest,Sedentary,Lower_risk
Manacus vitellinus,Manacus vitellinus,PASSERIFORMES,Pipridae,LC,0,0,0,0,13.3,7,4.3,4.1,20.7,54.7,7.4,47.1,13.6,35,2.37,9.64,Insessorial,0,1,1200,2,2,L,0,1200,0.558752432,1.245759663,9.483014321,2.464029295,118914.75,18.2,2,Fruit,Woodland,Sedentary,Lower_risk
Manacus manacus,Manacus manacus,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.5,6.8,4.4,4.2,20.9,52.2,8.4,44.5,15.9,32.8,-28.87,12.46,Insessorial,0,1,1000,3,2,L,0,1000,0.737,1.022253608,14,3.626485585,7524946.19,16.7,2,Fruit,Woodland,Sedentary,Lower_risk
Pipra filicauda,Pipra filicauda,PASSERIFORMES,Pipridae,LC,0,0,0,0,12.4,7.6,4.3,4.1,15.7,65.4,11.1,53.6,17.2,54.5,-8.04,10.97,Insessorial,0,1,300,4,2,L,0,300,0.688896029,1.205956676,8.959471974,3.094424305,2614150.07,15.4,2,Fruit,Forest,Sedentary,Lower_risk
Pipra aureola,Pipra aureola,PASSERIFORMES,Pipridae,LC,0,0,0,0,12.9,7.3,3.9,3.9,15.4,64.5,12.4,52,19.3,31.8,-7.9,10.77,Insessorial,0,1,300,4,2,L,0,300,0.691687511,1.217157112,9.068936285,3.122194134,671432.52,16.1,2,Fruit,Forest,Sedentary,Lower_risk
Pipra fasciicauda,Pipra fasciicauda,PASSERIFORMES,Pipridae,LC,0,0,0,0,14,7.3,4.1,4,16,63.7,12.7,50.9,20,29.8,-26.93,-3.2,Insessorial,0,1,600,3,2,L,0,600,0.77,1.213570559,9.464292276,3.614978064,4779358.8,15.9,2,Fruit,Forest,Sedentary,Lower_risk
Machaeropterus deliciosus,Machaeropterus deliciosus,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.6,6.2,3.8,3.4,16.8,61.4,12.5,48.5,20.5,24.5,-3.93,5.48,Insessorial,0,1,1300,2,2,L,600,1900,0.573326496,1.161024602,8.666237581,2.444094542,40123.57,12.7,2,Fruit,Forest,Sedentary,Lower_risk
Machaeropterus regulus,Machaeropterus regulus,PASSERIFORMES,Pipridae,LC,0,0,0,0,9.9,5.6,3.3,3.1,13.9,52.9,12.5,40.2,23.7,22.6,-22.99,-12.21,Insessorial,0,1,200,2,2,L,0,200,0.590499309,1.144208007,9.97001009,2.534393376,125343.35,9.3,1,Fruit,Forest,Sedentary,Lower_risk
Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,PASSERIFORMES,Pipridae,LC,0,0,0,0,10.1,5.6,3.5,3.1,14.3,52.2,11.8,40.4,22.6,22.5,-17.34,7.65,Insessorial,0,1,200,2,2,L,0,200,0.583886017,1.096267411,8.452294135,2.389902803,2227740.97,9.5,2,Fruit,Forest,Sedentary,Lower_risk
Pseudopipra pipra,Pseudopipra pipra,PASSERIFORMES,Pipridae,LC,0,0,0,0,12,6.6,4.4,4.1,14.1,62,10.6,51,17.3,26.6,-22.99,11.05,Insessorial,0,1,2000,1,2,L,0,2000,0.594498668,1.130834691,8.445259445,2.470115639,4953783.66,11.1,2,Fruit,Forest,Sedentary,Lower_risk
Ceratopipra mentalis,Ceratopipra mentalis,PASSERIFORMES,Pipridae,LC,0,0,0,0,12.1,6.7,4.4,4,14.7,58.5,9.8,49.2,16.5,28,-4.14,21.35,Insessorial,0,1,1050,2,2,L,0,1050,0.72,1.199721303,9.860735312,3.382197228,558740.47,15,2,Fruit,Forest,Sedentary,Lower_risk
Ceratopipra erythrocephala,Ceratopipra erythrocephala,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.9,6.6,3.9,4,15,59,11.4,45.8,20,21.1,-7.44,12.46,Insessorial,0,1,1350,1,2,L,0,1350,0.69,1.173876732,10,3.148929865,3456038.86,13.4,2,Fruit,Forest,Sedentary,Lower_risk
Ceratopipra rubrocapilla,Ceratopipra rubrocapilla,PASSERIFORMES,Pipridae,LC,0,0,0,0,10.4,6,3.8,4.1,12.6,61.2,11.5,47,19.7,31.4,-23.01,-0.1,Insessorial,0,1,500,2,2,L,0,500,0.659893784,1.148130815,9.264048019,2.869643747,3391760.24,12,2,Fruit,Forest,Sedentary,Lower_risk
Chloropipo flavicapilla,Chloropipo flavicapilla,PASSERIFORMES,Pipridae,VU,1,0,0,0,11.2,6,3.8,3.8,16.1,76.3,14.8,63.5,18.9,49.8,-1.56,6.82,Insessorial,0,1,1200,3,1,L,1200,2400,0.630001396,1.169978388,9.042229186,2.729749383,32718.71,17.8,1,Fruit,Forest,Sedentary,Higher_risk
Lepidothrix suavissima,Lepidothrix suavissima,PASSERIFORMES,Pipridae,LC,0,0,0,0,11,6.5,3.8,3.6,15.2,56.4,10.8,44.9,19.4,27.8,0.74,7.51,Insessorial,0,1,1300,1,2,L,500,1800,0.539455254,1.01460765,7.908256442,2.128158431,310206.62,8.5,2,Fruit,Forest,Sedentary,Lower_risk
Lepidothrix serena,Lepidothrix serena,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.4,6.2,3.7,4.2,15.2,52.8,11.3,41.5,21.4,31.2,-3.32,7.11,Insessorial,0,1,500,1,2,L,0,500,0.565492847,1.136588994,8.47351504,2.353505112,583711.44,11.4,2,Fruit,Forest,Sedentary,Lower_risk
Lepidothrix coronata,Lepidothrix coronata,PASSERIFORMES,Pipridae,LC,1,1,0,0,10.9,6.5,3.7,3.4,14.2,56.8,10.2,47,17.9,26.6,-17.39,9.77,Insessorial,0,1,1100,2,2,L,0,1100,0.544018458,1.068725297,8.045692296,2.199945937,3221211.22,8.3,2,Fruit,Forest,Sedentary,Lower_risk
Lepidothrix nattereri,Lepidothrix nattereri,PASSERIFORMES,Pipridae,LC,0,0,0,0,9.4,6.4,3.7,3.6,12.1,49.7,9.5,40.3,19.1,26.4,-14.93,-2.14,Insessorial,0,1,500,1,2,L,0,500,0.531384802,1.0120632,7.98395856,2.094826379,865198.46,8.4,2,Omnivore,Forest,Sedentary,Lower_risk
Lepidothrix vilasboasi,Lepidothrix vilasboasi,PASSERIFORMES,Pipridae,LC,1,1,0,0,10.6,6,3.9,3.7,13.2,55.2,10.4,44.8,18.9,30.8,-8.48,-4.72,Insessorial,0,1,200,1,2,L,0,200,0.513082483,0.948720113,7.439378536,1.936311684,78956.99,8.4,2,Fruit,Forest,Sedentary,Lower_risk
Lepidothrix iris,Lepidothrix iris,PASSERIFORMES,Pipridae,VU,1,1,0,0,11.2,6.9,4.6,4.2,13.6,51.7,9.9,41.6,19.2,27,-12.58,-0.58,Insessorial,0,1,200,2,2,L,0,200,0.534387289,1.002819283,7.830955891,2.096967434,487329.79,8,2,Fruit,Forest,Sedentary,Higher_risk
Lepidothrix isidorei,Lepidothrix isidorei,PASSERIFORMES,Pipridae,LC,1,0,0,0,10.3,5.2,3.3,3.2,14.1,51,10,41,19.7,25.6,-8.61,5.21,Insessorial,0,1,1200,1,2,L,500,1700,0.535304246,0.997936907,7.759551368,2.095578329,87651.58,7.8,2,Fruit,Forest,Sedentary,Lower_risk
Lepidothrix coeruleocapilla,Lepidothrix coeruleocapilla,PASSERIFORMES,Pipridae,LC,0,0,0,0,10.4,5.6,3.4,3.1,15,53.3,10,43.2,18.7,25.8,-14.37,-7.93,Insessorial,0,1,1600,1,2,L,500,2100,0.538081163,1.039939667,8.238040637,2.148206705,140252.42,9.7,2,Fruit,Forest,Sedentary,Lower_risk
Ilicura militaris,Ilicura militaris,PASSERIFORMES,Pipridae,LC,0,0,0,0,9.4,5.2,2.8,3.1,17.8,61.2,13.8,46.9,22.6,50.8,-27.34,-13.96,Insessorial,0,2,1200,2,2,L,0,1200,0.609235091,0.98393187,8.140221184,2.38824376,840759.23,12.7,3,Fruit,Forest,Sedentary,Lower_risk
Masius chrysopterus,Masius chrysopterus,PASSERIFORMES,Pipridae,LC,0,0,0,0,10.3,5.2,3.8,3.6,17,59,8,54,12.8,42.1,-6.29,9.69,Insessorial,0,1,1200,2,2,L,800,2000,0.652351711,1.108267862,8.035028698,2.713452159,176828.86,11.5,2,Fruit,Forest,Sedentary,Lower_risk
Corapipo leucorrhoa,Corapipo leucorrhoa,PASSERIFORMES,Pipridae,LC,0,0,0,0,9.8,5.6,3.5,3.6,16.4,57.8,11,47.3,18.8,30.7,3.24,15.88,Insessorial,0,1,1500,2,2,L,0,1500,0.598106957,1.142899745,8.793630523,2.542095851,267106.87,11.7,2,Fruit,Forest,Sedentary,Lower_risk
Corapipo gutturalis,Corapipo gutturalis,PASSERIFORMES,Pipridae,LC,0,0,0,0,9.9,5.9,3.1,3.2,15,56.4,11.6,44.9,20.6,27.2,-3.09,7.51,Insessorial,0,1,900,1,2,L,200,1100,0.608143592,0.904358211,7.148107215,2.234130096,1107394.3,8.2,2,Fruit,Forest,Sedentary,Lower_risk
Antilophia bokermanni,Antilophia bokermanni,PASSERIFORMES,Pipridae,CR,1,0,0,0,11.9,6.8,4,5.2,17.9,75.4,7.3,68.1,9.8,63.2,-7.45,-7.22,Insessorial,0,1,10,1,2,L,800,810,0.630085504,1.194242635,9.335780616,2.754453575,24.23,19.8,2,Fruit,Forest,Sedentary,Higher_risk
Antilophia galeata,Antilophia galeata,PASSERIFORMES,Pipridae,LC,0,0,0,0,13.7,6.8,4,4.4,18,77.2,9.5,67.8,12.3,60.8,-24.27,-4.97,Insessorial,0,1,500,3,2,L,500,1000,0.637842295,1.287648968,10.14758625,2.936156944,1960407.09,21.5,2,Fruit,Riparian,Sedentary,Lower_risk
Chiroxiphia linearis,Chiroxiphia linearis,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.7,6.4,4.2,4.5,17.5,68.9,6.8,63.1,9.6,118.2,9.55,17.24,Insessorial,0,1,1500,4,2,L,0,1500,0.624348004,1.235872056,9.628719994,2.807087771,101728.76,17.4,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia lanceolata,Chiroxiphia lanceolata,PASSERIFORMES,Pipridae,LC,0,0,0,0,12.2,6.6,4.1,4.2,18.1,70.2,7.8,62.4,11.1,48.7,4.24,12.49,Insessorial,0,1,1500,4,2,L,0,1500,0.628190139,1.250319731,9.5959867,2.843241951,420162.32,18.5,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia pareola,Chiroxiphia pareola,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.4,6.5,4.4,4.9,17.8,69.4,8.2,59.1,12.2,34.4,-23.37,11.35,Insessorial,0,1,500,2,2,L,0,500,0.675906122,1.194329395,8.761986841,3.006832435,5040298.89,16.8,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia boliviana,Chiroxiphia boliviana,PASSERIFORMES,Pipridae,LC,0,0,0,0,11.9,6,3.7,4,18.3,68,11.4,56.4,16.8,45.6,-20.56,-12.77,Insessorial,0,1,2200,2,1,L,400,2600,0.636167488,1.04235661,8.494924106,2.570342001,78997.54,17.1,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia caudata,Chiroxiphia caudata,PASSERIFORMES,Pipridae,LC,0,0,0,0,13.8,7.3,4,4.6,19.8,75.9,13.4,63,17.6,57.8,-32.25,-14.75,Insessorial,0,2,1500,2,2,L,0,1500,0.700891123,1.297041085,10.19680695,3.345787444,1459549.86,25.6,2,Omnivore,Forest,Sedentary,Lower_risk
Ampelioides tschudii,Ampelioides tschudii,PASSERIFORMES,Cotingidae,LC,0,0,0,0,22.6,10.8,7.1,6.2,20.8,100.5,23.9,76.2,23.9,65.5,-15.8,10.79,Insessorial,0,1,2125,1,2,L,575,2700,0.738598151,1.397503495,11.01165107,3.815965625,201035.43,78.4,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola chlorolepidota,Pipreola chlorolepidota,PASSERIFORMES,Cotingidae,LC,1,1,0,0,14.2,8.4,5.2,4.3,17.5,74.8,14.9,59.9,20,43.9,-13.85,1.27,Insessorial,0,1,900,1,1,L,600,1500,0.638139435,1.289650974,10.00330978,2.939894149,88203.3,29.5,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola frontalis,Pipreola frontalis,PASSERIFORMES,Cotingidae,LC,0,0,0,0,16.2,7.6,5.1,4.9,19.4,87.9,17,70.9,19.4,69.8,-17.7,-7.31,Insessorial,0,1,675,1,1,L,900,1575,0.656,1.144208007,9.97001009,2.90139033,113721.28,42.4,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola formosa,Pipreola formosa,PASSERIFORMES,Cotingidae,LC,0,0,0,0,15.4,7.6,4.9,4.6,20.1,87,18.1,68.9,20.9,62.2,9.7,10.76,Insessorial,0,1,1400,1,2,L,800,2200,0.659541088,1.411954197,11.08548195,3.235000055,12048.9,47.2,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola whitelyi,Pipreola whitelyi,PASSERIFORMES,Cotingidae,LC,0,0,0,0,15.7,8.6,5.1,4.9,20.5,95,22.1,72.9,23.3,63.2,4.86,5.82,Insessorial,0,1,950,1,1,L,1300,2250,0.669790241,1.427727363,11.0666892,3.320574689,24788.58,50,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola lubomirskii,Pipreola lubomirskii,PASSERIFORMES,Cotingidae,LC,0,0,0,0,17.1,9.4,5.8,5.1,21.6,92.5,19.6,72.8,21.2,63.5,-6.17,2.12,Insessorial,0,1,1100,1,1,L,1200,2300,0.680681275,1.455117745,11.16808285,3.424554394,28329.19,57,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola jucunda,Pipreola jucunda,PASSERIFORMES,Cotingidae,LC,0,0,0,0,18.3,10.8,6.3,5.7,22,96,22.4,74.1,23.2,58,-2.35,3.43,Insessorial,0,1,200,2,1,L,1100,1300,0.681644988,1.55062973,11.47086741,3.473078195,13837.17,57,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola pulchra,Pipreola pulchra,PASSERIFORMES,Cotingidae,LC,0,0,0,0,18.4,8.9,5.7,5.8,22.1,94.1,17.4,76.7,18.5,72.2,-13.42,-7.41,Insessorial,0,1,750,2,1,L,1500,2250,0.671240473,1.470141397,11.55357543,3.410634734,78215.76,58.2,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola aureopectus,Pipreola aureopectus,PASSERIFORMES,Cotingidae,LC,0,0,0,0,15.6,8,5.2,4.8,20.8,88.7,19,71.1,21,72.8,1.27,11.12,Insessorial,0,1,2300,1,1,L,800,3100,0.662609201,1.404962153,10.93748021,3.248672866,83804.89,46,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola arcuata,Pipreola arcuata,PASSERIFORMES,Cotingidae,LC,0,0,0,0,24.8,10.2,6.2,6.5,28.1,123.4,23.1,100,18.7,98.8,-17.93,10.92,Insessorial,0,1,2150,1,1,L,1200,3350,0.721004161,1.684736218,12.96613361,4.027422181,259332.07,118,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola intermedia,Pipreola intermedia,PASSERIFORMES,Cotingidae,LC,0,0,0,0,17.2,7.3,4.6,5,23.8,94.5,14.9,79.6,15.8,83.1,-17.91,-7.92,Insessorial,0,1,700,1,1,L,2300,3000,0.660470215,1.434161656,11.33984276,3.263444786,121136.09,51.2,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Pipreola riefferii,Pipreola riefferii,PASSERIFORMES,Cotingidae,LC,0,0,0,0,16.6,7.6,5.2,4.8,22.3,88.7,15,73.8,17.2,73.5,-9.93,10.88,Insessorial,0,1,1900,2,1,L,1000,2900,0.674803992,1.516593199,11.28107062,3.408856795,257255.05,49.3,2,Fruit,Forest,Sedentary,Lower_risk
Snowornis subalaris,Snowornis subalaris,PASSERIFORMES,Cotingidae,LC,0,1,0,0,24.9,12.1,6.6,7,20,129.4,30,99.3,23.2,101.1,-12.85,1.49,Insessorial,0,1,900,1,2,L,500,1400,0.739433484,1.406989079,11.10878161,3.832431395,59762.19,81.2,1.53846153846154,Omnivore,Forest,Sedentary,Lower_risk
Snowornis cryptolophus,Snowornis cryptolophus,PASSERIFORMES,Cotingidae,LC,0,0,0,0,24.7,12.7,7.2,7.8,23.6,127,26.8,100.2,21.1,98.2,-9.62,6.42,Insessorial,0,1,1400,1,3,L,900,2300,0.73614479,1.38058644,10.8608266,3.778628332,109184.97,73.6,1.53846153846154,Omnivore,Forest,Sedentary,Lower_risk
Carpornis cucullata,Carpornis cucullata,PASSERIFORMES,Cotingidae,LC,1,1,0,0,18.3,9.2,5.6,6.8,23.3,113.6,22.4,90.9,19.8,101.8,-31.85,-19.11,Insessorial,0,2,1200,2,2,L,400,1600,0.685674186,1.540570184,12.54672735,3.6734596,251722.97,74.2,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Carpornis melanocephala,Carpornis melanocephala,PASSERIFORMES,Cotingidae,NT,0,1,0,0,19,9.3,5.5,6.9,21.6,109.5,23,86.4,21.1,91.8,-25.87,-9.22,Insessorial,0,2,500,3,2,L,0,500,0.683284813,1.498167711,12.06615539,3.529997711,67888.43,64.2,1,Fruit,Forest,Sedentary,Higher_risk
Rupicola peruvianus,Rupicola peruvianus,PASSERIFORMES,Cotingidae,LC,0,0,0,0,31,15.4,8.8,12.4,36.7,183.5,21.7,162.2,11.6,120.3,-17.54,8.34,Insessorial,0,1,1900,2,3,L,500,2400,0.741377473,1.857956312,10.66085171,4.196460057,257511.06,242.5,2,Fruit,Forest,Sedentary,Lower_risk
Rupicola rupicola,Rupicola rupicola,PASSERIFORMES,Cotingidae,LC,0,0,0,0,31.1,19.3,10.6,12.4,34,177.8,24.6,154.2,13.8,88.8,-3.13,8.3,Insessorial,0,1,1700,2,3,L,300,2000,0.780760188,2.065967844,11.00758107,4.708081649,2067586.19,194.6,2,Fruit,Forest,Sedentary,Lower_risk
Phoenicircus carnifex,Phoenicircus carnifex,PASSERIFORMES,Cotingidae,LC,0,0,0,0,19.9,9.2,5.9,6.4,25.2,101.1,9.3,93.1,9.1,85.8,-5.04,7.41,Insessorial,0,1,600,1,1,L,0,600,0.723589349,1.573781788,12.02749248,3.869220024,1387247.24,82.9,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Phoenicircus nigricollis,Phoenicircus nigricollis,PASSERIFORMES,Cotingidae,LC,0,0,0,0,22.2,11.4,5.5,6.9,26.2,101.2,9.8,91.4,9.7,81.8,-11.98,1.93,Insessorial,0,1,400,1,1,L,0,400,0.727007018,1.619949132,12.4945733,3.942999524,2636332.67,96.3,3,Fruit,Forest,Sedentary,Lower_risk
Zaratornis stresemanni,Zaratornis stresemanni,PASSERIFORMES,Cotingidae,NT,1,1,1,0,18.1,9.2,6.2,7.2,25.8,112.5,23.7,88.8,21.1,84,-15.03,-7.93,Insessorial,0,1,1700,2,1,L,2700,4400,0.623891781,1.418937428,11.17786968,3.016083978,43849.89,52.1,3,Fruit,Woodland,Sedentary,Higher_risk
Phytotoma rara,Phytotoma rara,PASSERIFORMES,Cotingidae,LC,0,0,0,0,17.6,10.2,7.7,8.6,24.4,88.9,15.1,73,17.1,79.6,-53.31,-27.29,Insessorial,0,3,2800,4,3,L,0,2800,0.62529815,1.281042904,12.48598546,2.906800426,478077.69,47,4,Herbivore,Artificial,Sedentary,Lower_risk
Phytotoma raimondii,Phytotoma raimondii,PASSERIFORMES,Cotingidae,VU,1,1,1,0,18.8,10.1,7.3,8.1,24.5,89.3,11.6,75.7,12.9,87.3,-10.44,-3.67,Insessorial,0,1,550,3,2,L,0,550,0.643412736,1.239764104,10.55467332,2.957392653,2921.02,39.8,4,Herbivore,Shrub,Sedentary,Higher_risk
Phytotoma rutila,Phytotoma rutila,PASSERIFORMES,Cotingidae,LC,0,0,0,0,15.5,8.8,6.4,7.1,22.2,86.5,14.7,72,16.9,90.6,-43.96,-16.09,Insessorial,0,2,3600,3,3,L,0,3600,0.615546507,1.244029142,11.67628502,2.809511804,1756370.23,40.5,4,Herbivore,Shrub,Sedentary,Lower_risk
Phibalura flavirostris,Phibalura flavirostris,PASSERIFORMES,Cotingidae,LC,0,1,0,0,13.8,9.5,6.5,6,19.3,99,32.9,66.2,33.2,104.8,-32.81,-12.91,Insessorial,0,2,2000,4,2,L,0,2000,0.637721235,1.442285862,11.77867664,3.148050412,1084489.75,46.5,3,Fruit,Forest,Migratory,Lower_risk
Doliornis sclateri,Doliornis sclateri,PASSERIFORMES,Cotingidae,NT,1,0,0,0,19,7.9,5,5.8,25.9,100,13.8,86.2,13.8,95.3,-11.68,-8,Insessorial,0,1,1200,2,3,L,2600,3800,0.693621143,1.479747905,11.60081903,3.59299619,13019.5,60.2,1.53846153846154,Fruit,Forest,Sedentary,Higher_risk
Doliornis remseni,Doliornis remseni,PASSERIFORMES,Cotingidae,NT,1,1,0,0,18.4,9,4.9,5.1,28.3,97,13.2,83.8,13.6,84,-4.79,4.62,Insessorial,0,1,550,3,1,L,3100,3650,0.708416536,1.493229629,11.42704182,3.668989457,10870.35,63.1,1.53846153846154,Fruit,Forest,Sedentary,Higher_risk
Ampelion rubrocristatus,Ampelion rubrocristatus,PASSERIFORMES,Cotingidae,LC,0,0,0,0,20.5,9.2,5.6,6.8,24.9,113.3,27.8,85.8,24.5,86.2,-18.1,11.22,Insessorial,0,1,1400,3,2,L,2500,3900,0.706861074,1.507493664,11.63440457,3.67125481,413439.19,66.3,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Ampelion rufaxilla,Ampelion rufaxilla,PASSERIFORMES,Cotingidae,LC,0,0,0,0,19.4,8.3,4.9,5.4,21.9,115.8,33,82.8,28.5,80.4,-17.77,6.96,Insessorial,0,1,1700,1,2,L,1300,3000,0.710099013,1.539407499,11.94394531,3.728202652,79754.2,73.9,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Haematoderus militaris,Haematoderus militaris,PASSERIFORMES,Cotingidae,LC,0,0,0,0,38.6,21.4,14.9,12.3,27.9,212,51.5,157.8,24.5,137.6,-12.51,6.97,Insessorial,0,1,200,1,2,L,0,200,0.774087763,1.911202098,14.57523179,4.9383006,1043733.97,227,1.53846153846154,Invertebrate,Forest,Sedentary,Lower_risk
Querula purpurata,Querula purpurata,PASSERIFORMES,Cotingidae,LC,0,0,0,0,28.8,19.5,12.5,9.7,24.3,178.2,31.7,148.7,17.6,117.6,-15.51,11.22,Insessorial,0,1,1200,1,2,L,0,1200,0.891,1.858725824,13.18568107,6.025754042,5636816.57,107.4,1,Fruit,Forest,Sedentary,Lower_risk
Pyroderus scutatus,Pyroderus scutatus,PASSERIFORMES,Cotingidae,LC,0,0,0,0,42.5,26.3,13.8,15.5,38,231,41,183.8,18.2,152.2,-30.68,11.04,Insessorial,0,2,2700,2,2,L,0,2700,0.822005854,2.420277698,18.50365105,6.493984385,2116677.8,357,2,Fruit,Forest,PartiallyMigratory,Lower_risk
Cephalopterus glabricollis,Cephalopterus glabricollis,PASSERIFORMES,Cotingidae,EN,1,1,0,1,33.6,30.4,17.6,15.1,40.4,233,35.9,201.8,15.2,118.4,8.4,10.8,Insessorial,0,1,1400,2,3,L,100,1500,0.805746998,2.449553308,18.14749614,6.153855404,14362.87,379.5,1,Fruit,Forest,PartiallyMigratory,Higher_risk
Cephalopterus penduliger,Cephalopterus penduliger,PASSERIFORMES,Cotingidae,VU,1,1,0,0,39.9,33.3,18.4,17.2,45.2,249.6,35.4,211.6,14.4,138.6,-3.66,4.05,Insessorial,0,1,1720,2,3,L,80,1800,0.819768761,2.39434489,17.16840576,6.24833433,69374.2,338,1,Fruit,Forest,Sedentary,Higher_risk
Perissocephalus tricolor,Perissocephalus tricolor,PASSERIFORMES,Cotingidae,LC,0,0,0,0,47.7,29.3,15.5,15.1,40.1,211,31.4,179.8,14.9,112.6,-3.34,8.26,Insessorial,0,1,1400,1,2,L,0,1400,0.819875616,2.39557152,17.28028717,6.251339678,1655180.77,338.9,1,Fruit,Forest,Sedentary,Lower_risk
Lipaugus unirufus,Lipaugus unirufus,PASSERIFORMES,Cotingidae,LC,0,0,0,0,24,15,7.2,8.1,21.2,132.4,26.8,103.9,20.4,112,0.07,18.45,Insessorial,0,1,1200,1,2,L,0,1200,0.795402143,1.763094803,12.86494872,4.828478618,462431.54,82.1,1,Fruit,Forest,Sedentary,Lower_risk
