Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RLM,LAT,MinAltitude,Elevational.Range,MaxAltitude,HB,DB,Flightlessness,Order,Habitat,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,Family,IUCN_status,Range_size,Body_mass,Clutch_size,Diet,Migration,IslandEndemic,Adult.survival,Age.at.first.breeding,Maximum.longevity,GenLength,extinction_risk
Synallaxis cabanisi,15.9,9.8,3.2,4.4,22.9,62.2,6,54.8,9.9,70,1,Insessorial,-17.4,-7.96,L,1,200,150,350,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.746174534732325,1.91692261218206,Furnariidae,LC,189613.73,22.7,2.62132352941177,Invertebrate,Sedentary,No,0.661043988,1.130771207,8.261218436,2.778270503,Lower_risk
Synallaxis candei,13.6,9.6,3.3,4,21.2,58.4,6.8,51.6,11.5,68.8,2,Terrestrial,7.88,12.46,L,1,0,1100,1100,4,1,No,Passeriformes,Forest,GroundForaging,NonCooperative,Cavity,strong,No,1.31387505119901,4.40549899085902,Furnariidae,LC,156033.91,15.3,4,Invertebrate,Sedentary,No,0.598277659,1.063613377,7.416160547,2.355425722,Lower_risk
Synallaxis castanea,15.7,9.6,3,3.8,21.7,58.1,6.5,50.8,11.3,102.8,1,Insessorial,10.26,10.53,L,1,1300,900,2200,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,2.2671653910464,7.44874146564298,Furnariidae,LC,2024.49,15,2.62132352941177,Invertebrate,Sedentary,No,0.639042324,1.043971312,7.58971983,2.585515555,Lower_risk
Synallaxis cherriei,13.6,8.8,3.2,4.1,19.2,56.6,6.3,50.3,11.1,56.9,1,Insessorial,-15.84,1.32,L,1,200,1250,1450,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.774596669241483,0.641853886172395,Furnariidae,LC,608624.03,16,2.62132352941177,Invertebrate,Sedentary,No,0.645564997,1.057040653,7.648249622,2.629596862,Lower_risk
Synallaxis cinerascens,12.4,7.9,2.7,3.2,19.5,54.1,7.8,47.5,13.9,65.9,1,Insessorial,-33.73,-18.48,L,2,0,1150,1150,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.40167338222528,4.33204826486764,Furnariidae,LC,1223916.17,13.1,3,Invertebrate,Sedentary,No,0.609718141,1.072307514,7.828175985,2.47878315,Lower_risk
Synallaxis cinerea,12.4,9.4,3.2,4.1,20.9,54.9,3.8,50.2,7.1,71.2,1,Insessorial,-16.2,-11.69,L,1,500,500,1000,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.03102598477122,2.4423470353692,Furnariidae,NT,24736.24,16.2,2.62132352941177,Invertebrate,Sedentary,No,0.638465062,1.059574984,7.775914517,2.598391223,Lower_risk
Synallaxis cinnamomea,14.4,9.3,3.8,4.1,20.2,54.8,6.1,48.3,11.6,66,1,Insessorial,4.15,11.35,L,1,700,1300,2000,4,1,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,strong,No,1.52721339633272,5.24544387694097,Furnariidae,LC,85347.41,18.4,3,Invertebrate,Sedentary,No,0.631857094,1.146153964,7.815305116,2.653936892,Lower_risk
Synallaxis courseni,13.9,8.6,3,3.7,22.3,58.1,5.8,51.9,10.1,109.9,2,Insessorial,-15.03,-12.91,L,1,2450,1050,3500,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.827988804296353,2.06686275947298,Furnariidae,NT,184.95,16.8,2.62132352941177,Invertebrate,Sedentary,No,0.641468883,1.067029369,7.81924447,2.620070553,Lower_risk
Synallaxis erythrothorax,19.1,9.8,3.2,4.1,20.3,55.5,5.2,49.7,9.4,65.1,2,Insessorial,13.15,21.62,L,1,0,1250,1250,3,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.26118887247656,4.06731588983418,Furnariidae,LC,355771.38,17.1,4,Invertebrate,Sedentary,No,0.627208797,1.130093615,8.007846829,2.616262813,Lower_risk
Synallaxis frontalis,13.7,7.9,2.9,3.8,19.6,57.3,7.3,49.7,12.8,76.9,2,Insessorial,-37.81,-2.37,L,2,0,2500,2500,4,1,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,strong,No,1.1121743063411,3.08648663682246,Furnariidae,LC,5745641.87,14,4,Invertebrate,Sedentary,No,0.561984437,1.045171857,7.520595394,2.247801159,Lower_risk
Synallaxis fuscorufa,15.2,9.6,3.3,3.4,20.8,56.3,12.7,44.9,22.9,90.3,1,Insessorial,10.43,11.2,L,1,2000,1000,3000,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.67694724277124,0.641853886172395,Furnariidae,NT,5052.52,16,2.62132352941177,Invertebrate,Sedentary,No,0.642258118,1.056530722,7.688321615,2.613321542,Lower_risk
Synallaxis gujanensis,15.6,9.8,3.3,4.1,21.8,60.6,5.5,53.9,9.2,72,2,Insessorial,-18.6,9.27,L,1,0,1200,1200,5,1,No,Passeriformes,Riparian,ArborealGleaning,NonCooperative,Cavity,strong,No,0.823549026052807,1.80828877117927,Furnariidae,LC,4462466.66,18.1,3,Invertebrate,Sedentary,No,0.651830655,1.187933226,7.934149531,2.790599595,Lower_risk
Synallaxis hypospodia,13.9,8.5,3.4,4.2,18.8,55,5.6,49.3,10.2,73.6,2,Insessorial,-23.9,-3.63,L,1,0,700,700,3,1,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,strong,No,1.05096912500736,2.68102152871429,Furnariidae,LC,3530294.96,16.9,2.45,Invertebrate,Sedentary,No,0.643168574,1.068250798,7.809252512,2.62937341,Lower_risk
Synallaxis infuscata,15,10,3.6,4.2,21.2,58.1,4.7,53,8.1,70.9,1,Insessorial,-9.56,-6.94,L,1,5,1062,1067,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.46608953547199,4.16044436392662,Furnariidae,EN,752.18,18.2,2,Invertebrate,Sedentary,No,0.672530345,1.236172562,8.244830806,2.940467578,Higher_risk
Synallaxis macconnelli,15.1,9.4,3.4,4.1,22,58.8,6,53,10.1,71.7,1,Insessorial,0.57,6.91,L,1,1000,900,1900,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.622332977288478,0.53062825106217,Furnariidae,LC,247511.89,19.5,2.62132352941177,Invertebrate,Sedentary,No,0.664042907,1.098129457,7.847589948,2.760362094,Lower_risk
Synallaxis maranonica,15.8,10.2,3,4,21.9,61.6,6.2,55.4,10,69.4,1,Generalist,-5.92,-4.52,L,1,450,1400,1850,4,1,No,Passeriformes,Riparian,GroundForaging,NonCooperative,Cavity,strong,No,0.872683969479439,2.87919845729804,Furnariidae,CR,4053.01,13,2.45,Invertebrate,Sedentary,No,0.637207986,1.015566225,7.293272082,2.460078979,Higher_risk
Synallaxis moesta,15.4,10.4,3.6,4.4,22.5,62,6.7,55.4,10.9,71.8,1,Insessorial,-6.63,5.32,L,1,250,1100,1350,5,1,No,Passeriformes,Riparian,ArborealGleaning,NonCooperative,Cavity,strong,No,0.960184589404188,2.31253542384721,Furnariidae,LC,205793,22.4,2.62132352941177,Invertebrate,Sedentary,No,0.633875211,1.082207117,7.995328548,2.599429736,Lower_risk
Synallaxis ruficapilla,15.3,8.9,2.8,3.6,20.3,55.9,6.4,48.6,11.6,74.3,1,Insessorial,-29.76,-17.73,L,2,0,1400,1400,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.43581085551295,4.37575702166029,Furnariidae,LC,1174516.01,13.8,3,Invertebrate,Sedentary,No,0.634514459,1.126129397,8.054584282,2.64634909,Lower_risk
Synallaxis rutilans,14.9,9.1,3.3,4.3,19.5,59.6,7.2,52.1,12.2,70,1,Insessorial,-15.89,8.29,L,1,0,1200,1200,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.740082804492285,1.43508452528932,Furnariidae,LC,5856806.86,16.7,4,Invertebrate,Sedentary,No,0.604117837,1.082116031,7.354900052,2.396335624,Lower_risk
Synallaxis scutata,13.5,8.1,2.8,3.8,18.3,55,6,48.4,10.9,59.4,1,Terrestrial,-28.26,-2.64,L,1,0,1700,1700,2,1,No,Passeriformes,Woodland,GroundForaging,NonCooperative,Cavity,strong,No,1.13678705056488,3.10009228887823,Furnariidae,LC,3789577.7,15.4,3,Invertebrate,Sedentary,No,0.641562575,1.150727731,7.919597795,2.704213781,Lower_risk
Synallaxis spixi,13.7,7.5,2.9,3.5,19,51.3,6.1,44.6,12.1,95.6,2,Insessorial,-36.01,-12.91,L,2,0,2200,2200,4,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,strong,No,1.38031006963137,4.37071287477361,Furnariidae,LC,1343787.35,12.6,5,Invertebrate,Sedentary,No,0.562977401,0.98482443,7.409762945,2.145277145,Lower_risk
Synallaxis stictothorax,11.9,7.7,2.4,3,17.6,50.7,6.8,43.3,13.5,54.4,2,Insessorial,-7.97,-0.7,L,1,0,400,400,2,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,strong,No,1.18472228170226,4.11903717481247,Furnariidae,LC,49674.42,10.2,4,Invertebrate,Sedentary,No,0.622671365,0.969172619,6.956621687,2.355770472,Lower_risk
Synallaxis subpudica,14.3,8.7,2.9,3.7,22.6,62.2,8.2,53.8,13.4,108.3,2,Insessorial,4.26,6.34,L,1,2100,1100,3200,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.78972720703726,6.2900865595981,Furnariidae,LC,15176.74,18.3,1,Invertebrate,Sedentary,No,0.652180321,1.063080949,7.624351185,2.667436794,Lower_risk
Synallaxis tithys,15.1,9,3,4.2,19.1,57.1,6.7,50,11.8,89.1,2,Insessorial,-5.46,-0.51,L,1,50,1240,1290,3,1,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,strong,No,1.16308852880891,3.38777436133001,Furnariidae,VU,6119.23,15.8,2.62132352941177,Invertebrate,Sedentary,No,0.6518459,1.05448062,7.532722076,2.657220628,Higher_risk
Synallaxis unirufa,15.6,9.2,3.4,3.9,21.9,57.3,6.7,51,11.6,89.1,1,Insessorial,-13.22,10.95,L,1,1700,2000,3700,3,1,No,Passeriformes,Forest,GroundForaging,NonCooperative,Cavity,strong,No,0.951597874006527,1.58923520511658,Furnariidae,LC,210448.02,17.9,2.62132352941177,Invertebrate,Sedentary,No,0.662419059,1.080154825,7.670745031,2.734401233,Lower_risk
Synallaxis zimmeri,13.5,8.6,2.5,3.3,20.7,55.6,6.8,49.2,12.1,92,2,Insessorial,-10.1,-9.47,L,1,2500,400,2900,2,3,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,strong,No,0.642114135151817,2.68102152871429,Furnariidae,VU,521.85,13,2,Invertebrate,Sedentary,No,0.651396817,1.156196589,7.75842395,2.756768123,Higher_risk
Syndactyla dimidiata,20,13.1,3.9,5.7,22.1,83.8,14.7,69.1,17.9,76.2,2,Insessorial,-23.89,-10.73,L,1,100,1100,1200,2,1,No,Passeriformes,Riparian,ArborealGleaning,NonCooperative,Cavity,strong,No,1.2394471144723,3.30321697330195,Furnariidae,LC,1723823.38,29.4,2.62132352941177,Invertebrate,Sedentary,No,0.669634189,1.188576302,8.78930474,2.965085526,Lower_risk
Syndactyla guttulata,20.1,13.3,4.2,6.7,23.3,87.3,14.5,72.3,16.8,76.5,1,Insessorial,9.79,10.6,L,1,900,1200,2100,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.87804111182628,5.9753351651781,Furnariidae,LC,12401.49,36,2.62132352941177,Invertebrate,Sedentary,No,0.691992755,1.235896993,8.952278756,3.142751028,Lower_risk
Syndactyla roraimae,20,12,4.1,5.4,21.1,79,12.3,67.5,15.4,84.2,1,Insessorial,0.72,6.18,L,1,1100,1375,2475,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.720843424240426,0.78845736036427,Furnariidae,LC,99093.77,27.5,2.62132352941177,Invertebrate,Sedentary,No,0.683521998,1.173695856,8.393985982,2.933241676,Lower_risk
Syndactyla ruficollis,21.7,14.2,4.1,5.8,22.8,83.3,12,71.5,14.4,79.2,1,Insessorial,-6.83,-2.73,L,1,1000,1625,2625,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.81903625881272,3.2188758248682,Furnariidae,LC,17898.96,31,2.62132352941177,Invertebrate,Sedentary,No,0.649244422,1.15255762,8.581646185,2.815219711,Lower_risk
Syndactyla rufosuperciliata,19.8,12.4,3.9,5.8,22.9,76.1,11.4,64.6,15,78.2,1,Insessorial,-35.99,-4.22,L,2,1300,1200,2500,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.32904182525065,4.19720194766181,Furnariidae,LC,1726834,25.6,4,Invertebrate,Sedentary,No,0.653061184,1.223582752,8.925720096,2.907182307,Lower_risk
Syndactyla striata,19.5,13.9,4.3,7,23.8,93.7,15.7,78,16.8,84,1,Insessorial,-18.34,-13.09,L,1,650,850,1500,2,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,strong,No,0.740082804492285,1.45861502269952,Furnariidae,LC,81400.96,41.6,2.62132352941177,Invertebrate,Sedentary,No,0.693408847,1.270827278,9.325308849,3.186124113,Lower_risk
Syndactyla subalaris,22.7,12.6,4.4,5.9,21.9,87.8,15.5,72.5,17.6,84.4,1,Insessorial,-12.82,10.84,L,1,1000,1300,2300,2,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.21230930280597,4.38327585407431,Furnariidae,LC,258113.59,28.9,2.62132352941177,Invertebrate,Sedentary,No,0.650430609,1.137077585,8.383953697,2.732988991,Lower_risk
Syndactyla ucayalae,24.4,16.6,5,8.3,27,97.9,15.2,82.7,15.5,85.1,1,Insessorial,-13.55,-3.31,L,1,0,1300,1300,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.67694724277124,0.741937344729377,Furnariidae,LC,286032.7,49.8,2.62132352941177,Invertebrate,Sedentary,No,0.669904081,1.262838937,9.529148552,3.106863775,Lower_risk
Synthliboramphus antiquus,23.6,12.7,5,7.1,25.9,135.5,70.2,65.2,51.9,35.5,3,Aquatic,28.93,59.9,NP,3,0,100,100,5,2,No,Charadriiformes,Sea,AquaticDive,NonCooperative,Cavity,none,No,0.840896415253715,5.23164323328004,Alcidae,LC,435862.76,217.7,2,Invertebrate,Migratory,No,0.812140972,3,9.832537105,5.455651679,Lower_risk
Synthliboramphus craveri,23.6,17.7,4.1,5.6,22.4,119.5,55,63,46.6,36.5,3,Aquatic,22.18,31.91,N,3,0,0,0,3,2,No,Charadriiformes,Sea,AquaticDive,NonCooperative,Cavity,none,No,0.531829589694499,3.9963641538619,Alcidae,VU,379404.15,151,2,Fish,Migratory,No,0.763195597,2.356909305,8.989213618,4.539202994,Higher_risk
Synthliboramphus hypoleucus,26.5,16.6,4.3,6.3,23,119.7,58.3,61.3,48.8,39.2,3,Aquatic,24.78,34.65,NL,3,0,0,0,2,2,No,Charadriiformes,Sea,AquaticDive,NonCooperative,Cavity,none,No,0.714074191775111,5.98569795221364,Alcidae,EN,406457.35,167,2,Fish,Migratory,No,0.768222123,2.404133224,15,5.360586647,Higher_risk
Synthliboramphus wumizusume,23.4,13.4,5,7.4,24,120.2,59.5,60.8,49.5,50,3,Aquatic,29.67,41.82,P,3,0,0,0,2,2,No,Charadriiformes,Sea,AquaticDive,NonCooperative,Cavity,none,No,1.153435507328,5.73398831671327,Alcidae,VU,571030.78,198,2,Carnivore,Migratory,No,0.808077778,2.361734696,9.100230617,4.794461003,Higher_risk
Sypheotides indicus,44.8,24.7,9,8,93.8,200,73.8,129.9,36.2,92.4,3,Terrestrial,16.48,31.3,I,2,0,1000,1000,1,5,No,Otidiformes,Grassland,GroundForaging,NonCooperative,ExposedGround,none,No,1.34164078649987,5.85993115714613,Otididae,CR,1401041.69,614.3,5,Herbivore,Sedentary,No,0.776816546,2.077537331,16.99383039,5.271791419,Higher_risk
Syrigma sibilatrix,69.2,49.2,10.4,13.3,87.8,290,87.2,202.8,30.1,103.8,3,Terrestrial,-37.58,10.14,L,2,0,500,500,4,2,No,Pelecaniformes,Wetland,GroundForaging,NonCooperative,ExposedElevated,none,No,1.17250701852345,3.32143241319329,Ardeidae,LC,4235220.19,463,4,Invertebrate,PartiallyMigratory,No,0.772517723,2.082016986,14.93097669,5.090067553,Lower_risk
Syrmaticus ellioti,32.4,18.4,9.9,10.5,63.5,224,66.9,156.7,30,297.7,1,Terrestrial,24.31,31.31,I,3,200,1700,1900,2,3,No,Galliformes,Forest,GroundForaging,NonCooperative,ExposedGround,none,No,1.09922909230035,5.18626786273941,Phasianidae,LC,470213.06,1007.5,8,Herbivore,Sedentary,No,0.700992012,1.786709637,13.56000019,4.068262265,Lower_risk
Syrmaticus humiae,33.9,17.7,10.5,11,59.1,212.4,61.9,146.6,29.7,378.6,2,Terrestrial,19.14,27.45,I,2,740,2260,3000,4,4,No,Galliformes,Forest,GroundForaging,NonCooperative,ExposedGround,none,No,1.21371000913135,4.52936847257181,Phasianidae,VU,405564.05,873.4,12,Herbivore,Sedentary,No,0.652543887,1.607692633,12.34267768,3.688031451,Higher_risk
Syrmaticus mikado,34.4,16.5,10.7,9.3,64.6,218.8,50.7,163.3,23.7,337.8,1,Terrestrial,22.33,24.85,I,2,1600,1700,3300,2,3,No,Galliformes,Forest,GroundForaging,NonCooperative,ExposedElevated,none,No,0.974003746425297,1.85629799036563,Phasianidae,LC,13765.19,1148.7,10,Omnivore,Sedentary,No,0.669623088,1.696860293,13.01892001,3.890968643,Lower_risk
Syrmaticus reevesii,35.3,22.2,11.4,12.3,69.6,248.2,52.8,195.4,20.6,739,2,Terrestrial,26.62,35.29,P,3,200,2400,2600,3,4,No,Galliformes,Woodland,GroundForaging,NonCooperative,ExposedGround,none,No,1.27104265944946,5.83422577068149,Phasianidae,VU,531855.88,1204.6,15,Herbivore,Sedentary,No,0.672540562,1.712814244,13.48350635,3.993863318,Higher_risk
Syrmaticus soemmerringii,29.4,15.2,9.6,9.9,58.6,215.4,63.5,149.8,29.8,661.9,1,Terrestrial,30.99,40.54,P,3,0,1800,1800,2,2,No,Galliformes,Forest,GroundForaging,NonCooperative,ExposedGround,none,No,1.8035218860491,5.07579862000267,Phasianidae,NT,174734.06,1081.7,13,Seed,Sedentary,No,0.727670275,1.840987113,12.89657691,4.242563319,Lower_risk
Syrrhaptes paradoxus,15.6,7.7,4.4,5,17.6,235.8,166,66.8,71.2,165.6,3,Terrestrial,37.31,54.2,P,3,1850,1400,3250,3,2,No,Pterocliformes,Grassland,GroundForaging,NonCooperative,ExposedGround,none,No,0.887356065737526,2.86789890204411,Pteroclidae,LC,7445557.07,256.4,3,Seed,PartiallyMigratory,No,0.727928539,1.188635933,17.66526581,3.804670259,Lower_risk
Syrrhaptes tibetanus,16.8,8.7,5.4,6.7,22.9,249.2,139,114.8,54.8,174,3,Terrestrial,27.86,40.25,P,3,3800,2200,6000,3,2,No,Pterocliformes,Plains,GroundForaging,NonCooperative,ExposedGround,none,No,0.600462428088885,2.04122032885964,Pteroclidae,LC,1238571.56,343.7,3,Herbivore,PartiallyMigratory,No,0.743758692,1.259204944,17.75602388,4.074043722,Lower_risk
Taccocua leschenaultii,31.6,16.4,6.8,11.4,39.5,163,18.7,147.8,11.2,240.1,2,Terrestrial,5.92,33.38,I,1,0,1000,1000,2,3,No,Cuculiformes,Forest,GroundForaging,NonCooperative,ExposedElevated,strong,No,1.40619059637324,5.91106761003595,Cuculidae,LC,2612647.66,174.7,3,Invertebrate,Sedentary,No,0.778651413,1.856662819,13.05417129,4.747196521,Lower_risk
Tachornis phoenicobia,5.4,2.1,1.4,1.4,7.3,101.8,73.2,28.5,72,39.8,1,Aerial,17.54,23.19,L,1,0,1700,1700,3,1,No,Caprimulgiformes,Grassland,AerialScreaning,NonCooperative,Cavity,none,No,1.31166499282726,5.07829394257007,Apodidae,LC,194217.83,10.2,5,Invertebrate,Sedentary,Yes,0.548463964,0.944674526,6.937594957,2.05324894,Lower_risk
Tachornis squamata,6.1,3,2.8,2.1,7.7,103.7,69.1,34.7,66.5,67.3,1,Aerial,-22.2,11.39,L,1,0,1000,1000,4,1,No,Caprimulgiformes,Forest,AerialScreaning,NonCooperative,Cavity,none,No,0.914691219228694,2.07944154167984,Apodidae,LC,9486321.14,11,4,Invertebrate,Sedentary,No,0.597908943,1.035474525,7.008341023,2.325878412,Lower_risk
Tachuris rubrigastra,16,7,2.4,2.3,18.4,50.5,9.1,41.4,18.1,41,3,Insessorial,-49.9,-4.64,L,2,0,4200,4200,1,1,No,Passeriformes,Wetland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.08969454835004,3.32143241319329,Tyrannidae,LC,2272551.5,7.8,3,Invertebrate,Sedentary,No,0.521607952,0.931427561,7.129818814,1.947445312,Lower_risk
Tachybaptus dominicus,23.1,12.9,4.2,6,29.1,97,23,75,23.4,22.7,3,Aquatic,-34.98,28.31,L,1,0,2500,2500,2,3,No,Podicipediformes,Wetland,AquaticDive,NonCooperative,ExposedGround,weak,No,1.17095299652898,3.61899332664977,Podicipedidae,LC,9159026.84,132.6,6,Invertebrate,Sedentary,No,0.673925157,1.305852893,11.73137205,3.26637837,Lower_risk
Tachybaptus novaehollandiae,23,11.6,4.7,6.4,34.7,102,32.2,69.8,31.5,26.7,3,Aquatic,-44.83,4.55,AZ,2,0,1500,1500,3,2,No,Podicipediformes,Wetland,AquaticDive,NonCooperative,ExposedGround,weak,No,0.989846400767953,3.83945231259331,Podicipedidae,LC,3147780.83,219,9,Fish,Sedentary,No,0.713700667,1.771652575,16.49121136,4.624164188,Lower_risk
Tachybaptus pelzelnii,24.3,12.6,4.4,6.4,35.5,94.4,29.9,67.3,30.8,28,3,Aquatic,-25.61,-11.95,M,2,0,2000,2000,2,2,No,Podicipediformes,Wetland,AquaticDive,NonCooperative,ExposedGround,weak,No,0.91140681711945,3.3322045101752,Podicipedidae,EN,590930.76,184,4,Fish,Sedentary,Yes,0.760504506,1.805926171,16.78206373,4.778498756,Higher_risk
Tachybaptus ruficollis,23.9,11.5,4.4,6.7,35.4,100,31.6,66.6,32.2,29.1,3,Aquatic,-34.84,60.85,E,2,0,4000,4000,3,3,No,Podicipediformes,Wetland,AquaticDive,NonCooperative,ExposedGround,weak,No,1.33010548502569,4.85670681180352,Podicipedidae,LC,36639881.74,169.4,10,Invertebrate,Sedentary,No,0.734578289,1.562132062,17.5,4.650740495,Lower_risk
Tachycineta albilinea,12.1,6.4,4.2,3.1,11.3,99.3,50.9,48.3,51.1,41.4,3,Aerial,7.2,29.52,L,1,0,500,500,4,1,No,Passeriformes,Coastal,AerialScreaning,NonCooperative,Cavity,none,No,1.25364403422589,4.11577984294217,Hirundinidae,LC,755005.82,16.7,5,Invertebrate,Sedentary,No,0.539749126,1.04394387,8.548072505,2.181543271,Lower_risk
Tachycineta albiventer,12.7,6.4,5,3,11,100.7,51.4,49.3,50.9,45.2,3,Aerial,-30.16,12.46,L,2,0,500,500,4,1,No,Passeriformes,Riparian,AerialScreaning,NonCooperative,Cavity,none,No,1.03329948475896,2.91777073208428,Hirundinidae,LC,11742614.01,17.7,6,Invertebrate,Sedentary,No,0.554097295,1.113961498,8.958630584,2.312072416,Lower_risk
Tachycineta bicolor,10.8,5.9,3.8,2.8,12.2,115.9,61.3,54.3,53,54,3,Aerial,33,68.64,LN,2,0,2500,2500,6,1,No,Passeriformes,Wetland,AerialScreaning,NonCooperative,Cavity,none,No,1.23282943481938,2.82731362192903,Hirundinidae,LC,11720977.55,21.2,8,Invertebrate,Migratory,No,0.457173071,1,12.08,2.574948263,Lower_risk
Tachycineta cyaneoviridis,11.8,6.2,4.1,2.7,11.8,112.7,61.9,50.9,54.8,68.1,1,Aerial,23.68,27.13,L,1,0,63,63,5,1,No,Passeriformes,Forest,AerialScreaning,NonCooperative,Cavity,none,Yes,1.14686295772276,2.484906649788,Hirundinidae,EN,8103.75,17.5,4,Invertebrate,Sedentary,Yes,0.557254464,1.138443566,9.387620845,2.350198027,Higher_risk
Tachycineta euchrysea,9.5,4.8,3.1,2.6,10.8,108,60,48,55.5,56.6,1,Aerial,17.95,19.31,L,1,0,2000,2000,2,1,No,Passeriformes,Forest,AerialScreaning,NonCooperative,Cavity,none,No,1.05737126344056,3.8607297110406,Hirundinidae,VU,8014.22,17,3,Invertebrate,Sedentary,Yes,0.585767642,1.132092859,9.109347866,2.472523336,Higher_risk
Tachycineta leucorrhoa,12,6.8,5.1,3.2,11.5,112.3,57.8,56.7,50.5,49.9,3,Aerial,-39.01,-10.35,L,2,0,1000,1000,4,1,No,Passeriformes,Grassland,AerialScreaning,NonCooperative,Cavity,none,No,1.17250701852345,3.34286180464919,Hirundinidae,LC,5024319.97,15.3,7,Invertebrate,Migratory,No,0.498663687,1.001783005,8.765677582,2.10536895,Lower_risk
Tachycineta stolzmanni,8.6,4.4,3.2,2.5,9.4,92,48.5,43.5,52.7,54.5,3,Aerial,-9.11,-3.44,L,1,0,500,500,3,1,No,Passeriformes,Plains,AerialScreaning,NonCooperative,Cavity,none,No,1.17405488594402,4.16511363311031,Hirundinidae,LC,43489.16,11.3,2.7,Invertebrate,Sedentary,No,0.59068698,0.957277057,8.717113197,2.320911403,Lower_risk
Tachycineta thalassina,9.9,5,3.6,3,11.3,115.5,63.6,53,54.5,48.1,3,Aerial,18.3,66.72,LN,2,0,3500,3500,3,1,No,Passeriformes,Woodland,AerialScreaning,NonCooperative,Cavity,none,No,1.11758650657552,2.90690105984738,Hirundinidae,LC,6104146.62,14.1,7,Invertebrate,Migratory,No,0.515930221,1.025284821,9.678697072,2.255309784,Lower_risk
Tachyeres brachypterus,60.1,32.1,27.8,23,59.9,244.8,112.9,144.1,43.9,96.2,3,Aquatic,-52.45,-51.01,L,3,0,400,400,2,1,Yes,Anseriformes,Coastal,AquaticDive,NonCooperative,ExposedGround,weak,No,0.642114135151817,0.336472236621213,Anatidae,LC,12033.8,3450,12,Invertebrate,PartiallyMigratory,Yes,0.807623987,2.487725954,15.3363339,5.945529855,Lower_risk
Tachyeres leucocephalus,61.5,36.6,27.4,22.5,63,275,108,167,39.3,165,3,Aquatic,-48.83,-41.92,L,3,0,0,0,2,2,Yes,Anseriformes,Coastal,AquaticDive,NonCooperative,ExposedGround,weak,No,0.914691219228694,2.76000994003292,Anatidae,VU,49163.72,3013,6,Invertebrate,PartiallyMigratory,No,0.897570189,3.190599048,15.88951965,7.998419243,Higher_risk
Tachyeres patachonicus,53.7,31,25,20.3,53.1,287,128.7,161.5,44.4,98,3,Aquatic,-55.98,-35.92,L,3,0,1200,1200,3,3,No,Anseriformes,Coastal,AquaticDive,NonCooperative,ExposedGround,weak,No,0.785137822485261,1.82454929205105,Anatidae,LC,1006665.14,2821.6,9,Invertebrate,PartiallyMigratory,No,0.793368869,2.485513091,14.8109344,5.754731275,Lower_risk
