original_name,standardized_name,Agriculture,Energy,Transportation,Biological_use_hunting,Invasive_species,Climate_change,Number_of_threats,Primary_lifestyle,Beak_length_culmen,Beak_depth,Tarsus_length,Wing_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Adult_survival_annual,Generation_length,Foraging_strategy,Nest_placement,Territoriality,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Ceyx lecontei,Ispidina lecontei,0,0,0,0,0,0,0,Insessorial,27.7,4.9,6.8,47.7,24.3,20.3,-8.65,9.85,0,F,1,0,500,500,3,1,0.588249409,2.260314223,AerialSallying,Cavity,strong,2.169716837,22.9,CORACIIFORMES,Alcedinidae,2195930.36,9.5,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Ceyx madagascariensis,Corythornis madagascariensis,0,0,0,0,0,0,0,Insessorial,29.6,7.2,9.6,57,20.6,29.4,-25.02,-12.35,1,M,1,0,1500,1500,4,2,0.538899217,2.219887554,AerialSallying,Cavity,strong,2.257928138,12,CORACIIFORMES,Alcedinidae,158670.3,17.7,LC,4,Vertebrates,Shrub,Sedentary,Lower_risk
Ceyx pictus,Ispidina picta,0,0,0,0,0,0,0,Insessorial,27.4,6.1,8.4,52.3,23.2,25,-32.98,16.9,0,F,2,0,1000,1000,7,2,0.510123147,1.927025281,AerialSallying,Cavity,strong,2.711469042,41.9,CORACIIFORMES,Alcedinidae,13894765.2,12.7,LC,6,Invertebrate,Forest,Sedentary,Lower_risk
Chaetura viridipennis,Chaetura chapmani,0,0,0,0,0,0,0,Aerial,8.7,2.5,11.5,122.9,65.1,41.2,-14.52,11.59,0,L,1,0,1600,1600,4,1,0.717958157,3.411333884,AerialScreaning,Cavity,none,2.096109075,3.3,CAPRIMULGIFORMES,Apodidae,4701276.36,23.8,LC,3,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Chaimarrornis leucocephalus,Chaimarrornis leucocephalus,0,0,0,0,0,0,0,Terrestrial,16.6,3.7,27.6,89.6,19.9,73,22.11,41.32,0,IP,2,1800,3300,5100,2,3,0.60801738,2.640968914,GroundForaging,Cavity,weak,3.10610057,138.9,PASSERIFORMES,Muscicapidae,4081167.55,30,LC,5,AquaticAnimals,Riparian,Sedentary,Lower_risk
Chelidorhynx hypoxantha,Chelidorhynx hypoxantha,0,0,0,0,0,0,0,Insessorial,8.4,2.5,13.7,54.9,15.6,57.9,15.23,33.81,0,I,2,760,3240,4000,2,1,0.587542833,2.406176088,AerialSallying,ExposedElevated,weak,2.956042769,66.2,PASSERIFORMES,Stenostiridae,1699511.06,6,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Chen caerulescens,Anser caerulescens,0,0,0,1,0,1,2,Terrestrial,61.8,24.7,76.7,411.8,52.5,123.5,50.94,81.71,0,N,4,0,2500,2500,5,3,0.8248,8.764038712,GroundForaging,ExposedGround,none,2.146002262,1.1,ANSERIFORMES,Anatidae,582038.07,2636.2,LC,6,Herbivore,Grassland,Migratory,Lower_risk
Chen canagica,Anser canagicus,0,0,0,1,1,1,5,Terrestrial,42.3,17.5,64.9,374,49.4,108,59.8,69.25,0,NP,3,0,150,150,2,3,0.769484875,8.008237927,GroundForaging,ExposedGround,none,1.754776196,1.2,ANSERIFORMES,Anatidae,186745.48,2136.5,LC,8,Omnivore,Coastal,Migratory,Lower_risk
Chen rossii,Anser rossii,0,0,0,0,0,1,1,Terrestrial,38.1,15.7,58.8,346,54.4,102.8,52.67,72.71,0,N,3,0,2500,2500,4,3,0.724131484,6.250561565,GroundForaging,ExposedGround,none,1.702043503,1.1,ANSERIFORMES,Anatidae,216140.46,1636,LC,8,Herbivore,Wetland,Migratory,Lower_risk
Chlorothraupis carmioli,Chlorothraupis carmioli,0,0,0,0,0,0,0,Insessorial,23,8.9,22.5,86.6,17.5,64.8,7.85,14.67,0,L,1,200,1200,1400,2,2,0.69,3.11926114,ArborealGleaning,ExposedElevated,none,2.157954036,9.8,PASSERIFORMES,Cardinalidae,93291.5,37.6,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Chlorothraupis stolzmanni,Chlorothraupis stolzmanni,0,0,0,0,0,0,0,Insessorial,21.9,9.3,23.2,89.6,17.4,64.8,-3.66,5.75,0,L,1,200,1900,2100,2,2,0.695550696,3.516199904,ArborealGleaning,ExposedElevated,none,2.225975488,17,PASSERIFORMES,Cardinalidae,50027.82,38.8,LC,2,Fruit,Forest,Sedentary,Lower_risk
Diphyllodes magnificus,Diphyllodes magnificus,0,0,0,0,0,0,0,Insessorial,28,7.4,32,113.1,14.9,44.2,-10.01,-0.34,1,A,1,0,1400,1400,1,4,0.76864852,4.338862623,ArborealGleaning,ExposedElevated,none,2.069748604,10.5,PASSERIFORMES,Paradisaeidae,116997.4,89.8,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Megalurus cruralis,Megalurus cruralis,0,0,0,0,0,0,0,Terrestrial,20.3,4.5,34.3,94.3,23,86.4,-39.14,-16.36,0,A,2,0,1000,1000,2,2,0.645426686,3.032121437,GroundForaging,ExposedGround,weak,2.108916977,4.3,PASSERIFORMES,Locustellidae,5817166.56,49.2,LC,5,Invertebrate,Grassland,Migratory,Lower_risk
Megalurus mathewsi,Megalurus mathewsi,0,0,0,0,0,0,0,Terrestrial,16.6,3.9,25.7,86.2,21.4,78.4,-37.96,-20.74,0,A,2,0,1000,1000,2,2,0.633227621,2.833601298,GroundForaging,ExposedGround,weak,2.12149413,4.5,PASSERIFORMES,Locustellidae,2030401.43,29.3,LC,4,Invertebrate,Grassland,Migratory,Lower_risk
Poeoptera sharpii,Poeoptera sharpii,0,0,0,0,0,0,0,Insessorial,17.6,4.4,21.1,102.7,28.5,63.9,-9.36,9.12,0,F,1,1800,700,2500,2,2,0.637334415,2.999072923,ArborealGleaning,Cavity,weak,2.247413784,93.9,PASSERIFORMES,Sturnidae,195406.84,41,LC,3,Fruit,Forest,PartiallyMigratory,Lower_risk
Claravis godefrida,Claravis geoffroyi,1,0,0,1,0,0,3,Terrestrial,17.4,3.7,22.1,118,34.7,81.8,-28.12,-19.83,0,L,1,0,1400,1400,2,3,0.689288059,3.441836794,GroundForaging,ExposedElevated,none,4.9700571,117.3,COLUMBIFORMES,Columbidae,148131.85,43.5,CR,2,Granivore,Forest,PartiallyMigratory,Higher_risk
Piaya minuta,Piaya minuta,0,0,0,0,0,0,0,Insessorial,23.5,6.5,24.7,105.9,14.6,147.9,-20.89,11.98,0,L,1,0,900,900,5,1,0.717849287,3.502935475,ArborealGleaning,ExposedElevated,weak,2.479573373,9.5,CUCULIFORMES,Cuculidae,8754206.58,39.3,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Collocalia francia,Aerodramus francicus,0,0,1,1,0,0,4,Aerial,6.2,1.3,9.2,109,67.6,47,-21.37,-19.99,1,M,1,0,3069,3069,3,1,0.627294853,2.560265749,AerialScreaning,Cavity,none,7.697647597,892.1,CAPRIMULGIFORMES,Apodidae,4418.34,8.9,NT,2,Invertebrate,Forest,Sedentary,Lower_risk
Compsospiza baeri,Poospiza baeri,1,0,0,0,0,0,3,Generalist,14.7,6.4,25.6,77.5,10.4,79.1,-29.68,-21.88,0,L,2,2500,600,3100,3,2,0.618903055,2.672819193,GroundForaging,ExposedElevated,weak,2.582307291,4.1,PASSERIFORMES,Thraupidae,11570.87,32.5,LC,3,Omnivore,Woodland,Sedentary,Lower_risk
Coracina caesia,Coracina caesia,0,0,0,0,0,0,0,Insessorial,22.1,7,23.8,120.6,23.7,116.2,-34.84,10.03,0,F,1,900,2100,3000,3,1,0.74579901,3.792949071,AerialSallying,ExposedElevated,weak,2.810323173,103.6,PASSERIFORMES,Campephagidae,905645.62,47.3,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Coracina cinerea,Coracina cinerea,0,0,0,0,0,0,0,Insessorial,22.2,6.9,23.3,108.4,24.8,87.8,-25.61,-11.95,1,M,2,0,2300,2300,3,3,0.590499309,2.534393376,ArborealGleaning,ExposedElevated,weak,2.308643278,21.3,PASSERIFORMES,Campephagidae,415959.23,47.2,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Coracina fimbriata,Coracina fimbriata,0,0,0,0,0,0,0,Insessorial,19.1,5.2,19.3,95.9,25.3,67.1,-8.85,11.65,0,I,1,0,1000,1000,3,3,0.701012864,2.683410743,ArborealGleaning,ExposedElevated,weak,3.520802622,152.9,PASSERIFORMES,Campephagidae,1316199.59,29.3,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Coracina melanoptera,Coracina melanoptera,0,0,0,0,0,0,0,Insessorial,19.3,5.1,20.8,100.2,27,72.5,5.92,32.41,0,I,2,0,1650,1650,5,2,0.654207436,2.518117629,ArborealGleaning,ExposedElevated,weak,3.765329705,277.9,PASSERIFORMES,Campephagidae,993885.08,29.4,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Coracina melaschistos,Coracina melaschistos,0,0,0,0,0,0,0,Insessorial,21.4,6,22.5,117.9,28,95.7,14.24,41.13,0,I,2,300,2150,2450,3,2,0.657558661,2.574565406,ArborealGleaning,ExposedElevated,weak,3.833224842,242,PASSERIFORMES,Campephagidae,4751722.92,43,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Coracina pectoralis,Coracina pectoralis,0,0,0,0,0,0,0,Insessorial,23.9,7.6,23.1,138.7,30.6,105.7,-26.34,14.18,0,F,1,0,1500,1500,2,1,0.753115571,3.884008714,ArborealGleaning,ExposedElevated,strong,2.835580379,34.8,PASSERIFORMES,Campephagidae,6110219.71,54.4,LC,2,Invertebrate,Woodland,Sedentary,Lower_risk
Coracina polioptera,Coracina polioptera,0,0,0,0,0,0,0,Insessorial,19.7,5.4,20.8,110.9,27.4,94,8.56,20.93,0,I,1,300,1200,1500,2,1,0.693566135,2.666257283,ArborealGleaning,ExposedElevated,strong,3.55151541,108.2,PASSERIFORMES,Campephagidae,932555.61,35.8,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Coracina typica,Coracina typica,0,0,0,1,1,1,4,Insessorial,22.3,7.2,27,106,22.8,85.6,-20.5,-20.32,1,M,1,460,340,800,2,2,0.722761787,3.073130313,ArborealGleaning,ExposedElevated,strong,4.087711815,345.3,PASSERIFORMES,Campephagidae,116.81,42.9,EN,3,Invertebrate,Forest,Sedentary,Higher_risk
Corcorax melanoramphos,Corcorax melanoramphos,0,0,0,0,0,0,0,Terrestrial,49.3,11.9,61.5,244.9,22.6,203.3,-39.24,-18.62,0,A,2,0,500,500,2,3,0.788682049,5.241553084,GroundForaging,ExposedElevated,strong,2.462887587,9.5,PASSERIFORMES,Corcoracidae,1979313.45,364,LC,5,Omnivore,Woodland,Sedentary,Lower_risk
Coloeus monedula,Coloeus monedula,0,0,0,1,0,0,1,Terrestrial,35.2,13.3,43.3,231.1,39.1,122.4,30.35,67.35,0,P,3,0,2000,2000,5,5,0.791248108,5.566681027,GroundForaging,Cavity,none,3.968566218,58.7,PASSERIFORMES,Corvidae,13975046.48,246,LC,7,Omnivore,Artificial,PartiallyMigratory,Lower_risk
Corythaixoides leucogaster,Corythaixoides leucogaster,0,0,0,0,0,0,0,Insessorial,27,11.3,42.3,220.3,16,264.2,-8.83,14.91,0,F,1,0,1700,1700,1,3,0.759876626,4.656885475,ArborealGleaning,ExposedElevated,strong,2.108916977,30.4,MUSOPHAGIFORMES,Musophagidae,2293621.91,216.2,LC,3,Omnivore,Savanna,Sedentary,Lower_risk
Cossypha anomala,Cossypha anomala,0,1,0,0,0,0,3,Terrestrial,16.1,3.8,31.1,73.8,12.4,65.2,-16.59,-14.76,0,F,1,1000,900,1900,3,3,0.715,3.291156577,GroundForaging,Cavity,weak,2.738518475,34.3,PASSERIFORMES,Muscicapidae,8084.35,24.5,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Cossypha archeri,Cossypha archeri,0,0,0,0,0,0,0,Terrestrial,15.5,3.8,29.3,71.8,10.8,55,-5.22,0.76,0,F,1,1660,730,2390,4,1,0.686184919,3.065337285,GroundForaging,ExposedElevated,weak,2.428699832,224.8,PASSERIFORMES,Muscicapidae,60103.14,22.8,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Cossypha humeralis,Cossypha humeralis,0,0,0,0,0,0,0,Terrestrial,17.1,4,26.9,75.4,11.9,71.4,-29.52,-17.24,0,F,2,0,1000,1000,6,2,0.645724224,2.839487267,GroundForaging,Cavity,strong,2.920846214,39.9,PASSERIFORMES,Muscicapidae,644971.31,22.8,LC,3,Invertebrate,Woodland,Sedentary,Lower_risk
Cossypha polioptera,Cossypha polioptera,0,0,0,0,0,0,0,Terrestrial,16.8,4.1,24.5,78.8,14.5,62.9,-12.12,10.53,0,F,1,400,1750,2150,6,1,0.664422845,2.75351372,GroundForaging,Cavity,weak,2.98481667,93.4,PASSERIFORMES,Muscicapidae,644019.5,18.7,LC,3,Invertebrate,Shrub,Sedentary,Lower_risk
Coturnix chinensis,Synoicus chinensis,0,0,0,0,0,0,0,Terrestrial,13,4.2,19,69.7,22.2,27,-39.24,28.96,0,AIW,2,0,2300,2300,4,3,0.51207264,2.141876816,GroundForaging,Cavity,strong,3.458233837,195.8,GALLIFORMES,Phasianidae,8165093.61,40.4,LC,9,Omnivore,Grassland,Sedentary,Lower_risk
Coturnix ypsilophora,Synoicus ypsilophorus,0,0,0,0,0,0,0,Terrestrial,15.6,6.2,23.2,98,33.5,37.6,-43.64,-1.47,0,AW,2,0,3700,3700,5,3,0.443950554,2.219720221,GroundForaging,ExposedGround,weak,2.20395395,6.3,GALLIFORMES,Phasianidae,5709134.88,107.7,LC,18,Granivore,Grassland,Sedentary,Lower_risk
Curaeus forbesi,Curaeus forbesi,1,0,0,1,1,0,3,Generalist,25.2,9.6,29.4,103,16.7,94.2,-19.52,-7.57,0,L,1,0,890,890,5,2,0.705489088,3.852866424,GroundForaging,ExposedElevated,weak,7.880010413,409.4,PASSERIFORMES,Icteridae,112.34,65.9,VU,4,Invertebrate,Forest,Sedentary,Higher_risk
Cyanocompsa cyanoides,Cyanocompsa cyanoides,0,0,0,0,0,0,0,Insessorial,19.6,13.9,21.1,79.6,13.8,66.8,-4.77,19.27,0,L,1,0,1000,1000,6,3,0.604666667,2.607952104,ArborealGleaning,ExposedElevated,weak,2.402287623,10.2,PASSERIFORMES,Cardinalidae,877385.2,32.5,LC,2,Granivore,Forest,Sedentary,Lower_risk
Psilorhinus morio,Psilorhinus morio,0,0,0,0,0,0,0,Insessorial,45.1,15.8,49.6,201.3,14.3,202.8,8.3,27.5,0,LN,2,0,2500,2500,4,4,0.882939892,7.464407327,ArborealGleaning,ExposedElevated,strong,3.323188974,42.9,PASSERIFORMES,Corvidae,670090.88,204,LC,8,Omnivore,Woodland,Sedentary,Lower_risk
Dendrocopos auriceps,Dendrocoptes auriceps,0,0,0,0,0,0,0,Insessorial,23,5.8,18.2,114,31.5,73.4,26.54,35.8,0,IP,3,900,1500,2400,3,3,0.610570272,2.554733787,BarkGleaning,Cavity,strong,3.918951815,258.1,PICIFORMES,Picidae,79474.36,39.9,LC,5,Invertebrate,Forest,Sedentary,Lower_risk
Dendrocopos canicapillus,Yungipicus canicapillus,0,0,0,0,0,0,0,Insessorial,16.8,5.1,14.2,83.3,28.3,42.3,-5.95,52.8,0,IP,2,0,2800,2800,5,3,0.544665573,2.044794877,ForagingGeneralist,Cavity,weak,3.797469062,197.1,PICIFORMES,Picidae,8010257.64,25.8,LC,8,Invertebrate,Forest,Sedentary,Lower_risk
Dendrocopos cathpharius,Dryobates cathpharius,0,0,0,0,0,0,0,Insessorial,17.7,5.5,15.8,98.2,26.8,61.6,21.99,29.61,0,IP,2,1200,1800,3000,2,2,0.583166667,2.327734369,BarkGleaning,Cavity,strong,2.278572217,39.8,PICIFORMES,Picidae,125806.92,30.7,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Dendrocopos dorae,Dendrocoptes dorae,1,0,1,1,1,0,5,Insessorial,20.9,5.8,19.5,109.4,25.7,64.8,13.06,26.52,0,FP,2,0,3000,3000,3,2,0.64138959,2.650685621,BarkGleaning,Cavity,strong,4.424050271,82.3,PICIFORMES,Picidae,129511.08,19.5,NT,3,Invertebrate,Riparian,Sedentary,Lower_risk
Hypopicus hyperythrus,Dendrocopos hyperythrus,0,0,0,0,0,0,0,Insessorial,25.2,6,19.3,115.8,28.9,69.8,11.97,49.37,0,IP,2,500,3800,4300,2,3,0.598945841,2.526681822,BarkGleaning,Cavity,weak,2.884869576,65.2,PICIFORMES,Picidae,1618772.91,46.5,LC,5,Invertebrate,Forest,Sedentary,Lower_risk
Dendrocopos kizuki,Yungipicus kizuki,0,0,0,0,0,0,0,Insessorial,14.3,4.3,13.8,82,28.9,46,24.25,54.42,0,P,3,0,2100,2100,4,2,0.501550604,1.825567222,BarkGleaning,Cavity,weak,4.863561101,189.3,PICIFORMES,Picidae,1603020.85,19.2,LC,7,Invertebrate,Forest,Sedentary,Lower_risk
Dendrocopos mahrattensis,Leiopicus mahrattensis,0,0,0,0,0,0,0,Insessorial,24,6.4,18,99.4,24.7,55.4,6.73,34.74,0,IP,2,0,1000,1000,5,3,0.671265297,2.845562919,BarkGleaning,Cavity,strong,4.013724772,343.1,PICIFORMES,Picidae,2815279.67,34.3,LC,3,Invertebrate,Woodland,Sedentary,Lower_risk
Dendrocopos medius,Dendrocoptes medius,1,0,0,0,0,1,3,Insessorial,25,6.3,19.5,123.6,28.1,83.9,29.93,59.64,0,P,3,0,600,600,2,4,0.601014989,2.465522965,BarkGleaning,Cavity,strong,4.332260822,93,PICIFORMES,Picidae,3966649.98,59,LC,8,Invertebrate,Woodland,Sedentary,Lower_risk
Dendrocopos minor,Dryobates minor,1,0,0,1,0,0,2,Insessorial,16.5,4.7,14.3,90.2,27.4,60.1,33.24,70.75,0,P,3,0,2000,2000,4,1,0.507794388,2.250391635,BarkGleaning,Cavity,weak,3.525212743,39,PICIFORMES,Picidae,18548908.46,19.8,LC,6,Invertebrate,Forest,Sedentary,Lower_risk
Dendrocopos moluccensis,Yungipicus moluccensis,0,0,0,0,0,0,0,Insessorial,14.4,5.2,14.5,72.6,23,39.6,-9.11,7.36,0,IW,2,0,2200,2200,5,3,0.623483165,2.398917638,ArborealGleaning,Cavity,weak,3.666748547,244.6,PICIFORMES,Picidae,742649.6,16.2,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Xiphorhynchus picus,Xiphorhynchus picus,0,0,0,0,0,0,0,Insessorial,28.6,6.5,20.7,98.2,17.8,83.4,-21.87,12.46,0,L,1,0,600,600,6,2,0.720692121,3.640409969,BarkGleaning,Cavity,strong,2.582307291,12.2,PASSERIFORMES,Furnariidae,9856567.73,41.3,LC,3,Invertebrate,Woodland,Sedentary,Lower_risk
Phrygilus carbonarius,Porphyrospiza carbonaria,0,0,0,0,0,0,0,Terrestrial,11.8,5.9,18.7,72,15.7,58.5,-43.32,-32.27,0,L,3,0,700,700,1,2,0.478438049,2.147634584,ArborealGleaning,ExposedElevated,strong,3.001850982,43.9,PASSERIFORMES,Thraupidae,499186.66,17.9,LC,3,Omnivore,Shrub,PartiallyMigratory,Lower_risk
Dioptrornis fischeri,Dioptrornis fischeri,0,0,0,0,0,0,0,Insessorial,17.7,4.6,21.9,87.3,15,72.7,-13.82,4.74,0,F,1,1400,1100,2500,4,2,0.667865476,2.930685341,AerialSallying,ExposedElevated,weak,2.528148486,96.2,PASSERIFORMES,Muscicapidae,655062.95,23.4,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Diuca speculifera,Idiopsar speculifer,0,0,0,0,0,0,0,Terrestrial,16.9,7.1,25.2,115.8,26.8,74.8,-18.4,-8.27,0,L,1,3950,1050,5000,5,2,0.598048864,2.548019322,GroundForaging,Cavity,weak,2.328140142,20.7,PASSERIFORMES,Thraupidae,208467.49,36.8,LC,4,Omnivore,Grassland,Sedentary,Lower_risk
Dives atroviolaceus,Dives atroviolaceus,0,0,0,0,0,0,0,Terrestrial,25.1,9.6,29.6,132.2,21.8,104.2,19.83,23.19,1,L,1,0,500,500,2,5,0.66172848,3.369315818,GroundForaging,ExposedElevated,strong,3.520802622,116,PASSERIFORMES,Icteridae,106633.35,83.6,LC,4,Omnivore,Artificial,Sedentary,Lower_risk
Dryocopus lineatus,Dryocopus lineatus,0,0,0,0,0,0,0,Insessorial,39.6,10.1,28.8,175.9,23.6,106.4,-6.84,1.22,0,L,1,0,1200,1200,1,3,0.780921183,4.052540691,BarkGleaning,Cavity,strong,2.914905841,23.8,PICIFORMES,Picidae,102169.59,183.2,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Dryocopus pileatus,Dryocopus pileatus,0,0,0,0,0,0,0,Insessorial,52.1,11.9,29.3,228.4,25.3,167.3,24.53,58.16,0,N,3,0,2300,2300,4,3,0.786595749,4.378856859,BarkGleaning,Cavity,weak,4.345985903,29.9,PICIFORMES,Picidae,5925872.32,286.6,LC,6,Invertebrate,Forest,Sedentary,Lower_risk
Dryocopus schulzi,Dryocopus schulzii,1,0,0,1,0,0,2,Insessorial,34.7,8.6,25.6,172.4,23.6,119.8,-32.99,-19.21,0,L,2,15,1485,1500,3,2,0.800031435,4.448426481,BarkGleaning,Cavity,strong,2.690821133,8.6,PICIFORMES,Picidae,585880.91,200,NT,2,Invertebrate,Woodland,Sedentary,Lower_risk
Caprimulgus candicans,Eleothreptus candicans,1,0,0,0,1,0,3,Aerial,20,3.1,19.9,151,40,103.8,-24.24,-14.5,0,L,1,0,210,210,3,1,0.730446327,3.647816819,AerialScreaning,ExposedGround,none,2.63411412,2.6,CAPRIMULGIFORMES,Caprimulgidae,6633.39,49.3,VU,2,Invertebrate,Shrub,Sedentary,Higher_risk
Empidonomus aurantioatrocristatus,Empidonomus aurantioatrocristatus,0,0,0,0,0,0,0,Insessorial,14.6,4.7,14.7,91,20,75.8,-41.17,-2.28,0,L,2,0,2500,2500,3,2,0.640789776,2.903241254,AerialSallying,ExposedElevated,weak,2.791093145,13.1,PASSERIFORMES,Tyrannidae,5421068.39,33,LC,4,Invertebrate,Woodland,Migratory,Lower_risk
Microeca flaviventris,Microeca flaviventris,0,0,0,0,0,0,0,Insessorial,13.6,3.2,19,73,22,54.5,-22.76,-20.09,1,A,1,0,1050,1050,1,1,0.651591477,2.758409921,AerialSallying,ExposedElevated,weak,2.63411412,20.7,PASSERIFORMES,Petroicidae,16068.84,13,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Megalurus carteri,Megalurus carteri,0,0,0,0,0,0,0,Terrestrial,14.8,3.3,15.3,54.4,13.6,64.7,-26.78,-16.85,0,A,2,0,500,500,2,2,0.647569358,2.337403065,GroundForaging,ExposedElevated,weak,1.778733242,1.1,PASSERIFORMES,Locustellidae,1881674.61,12.2,LC,2,Invertebrate,Grassland,Sedentary,Lower_risk
Erithacus akahige,Erithacus akahige,0,0,1,0,1,0,3,Terrestrial,14.9,3.8,27.7,71.1,24.8,53,31.93,49.44,0,IP,2,600,1500,2100,2,1,0.590499309,2.534393376,GroundForaging,ExposedElevated,strong,6.260518468,255.7,PASSERIFORMES,Muscicapidae,215537.36,17,LC,5,Invertebrate,Forest,Sedentary,Lower_risk
Erithacus komadori,Erithacus komadori,0,0,0,1,1,0,3,Terrestrial,17.5,4.3,26.5,70,19.1,54,27.32,32.06,1,P,3,200,400,600,1,1,0.590499309,2.534393376,GroundForaging,Cavity,weak,6.948099506,428,PASSERIFORMES,Muscicapidae,2194.46,23.9,NT,5,Omnivore,Forest,Sedentary,Lower_risk
Erythropygia barbata,Erythropygia barbata,0,0,0,0,0,0,0,Terrestrial,17.1,4.2,26.2,81.5,13.6,67.4,-17.84,-3.55,0,F,1,1000,950,1950,3,1,0.667627619,3.013716058,GroundForaging,Cavity,strong,2.791093145,14.8,PASSERIFORMES,Muscicapidae,1773141.4,25.6,LC,3,Invertebrate,Shrub,Sedentary,Lower_risk
Erythropygia galactotes,Erythropygia galactotes,1,0,0,0,0,0,2,Generalist,19.2,4,24,85.7,21.8,70.5,-1.61,47.79,0,FP,2,0,1000,1000,7,3,0.579631816,2.311091041,ForagingGeneralist,ExposedElevated,strong,3.691712453,58.3,PASSERIFORMES,Muscicapidae,9230677.97,20.3,LC,6,Invertebrate,Artificial,Migratory,Lower_risk
Erythropygia hartlaubi,Erythropygia hartlaubi,0,0,0,0,0,0,0,Terrestrial,16.6,3.8,26,62.4,7.6,63.2,-9.3,6.67,0,F,1,0,2200,2200,3,1,0.64843785,2.596566936,GroundForaging,ExposedElevated,strong,2.411169108,96.9,PASSERIFORMES,Muscicapidae,612316.42,19.2,LC,3,Invertebrate,Savanna,Sedentary,Lower_risk
Erythropygia leucophrys,Erythropygia leucophrys,0,0,0,0,0,0,0,Terrestrial,16,3.9,24,67.3,11.3,63.9,-34.21,10.8,0,F,2,0,2200,2200,4,2,0.617470422,2.399299185,GroundForaging,ExposedElevated,strong,2.690821133,31,PASSERIFORMES,Muscicapidae,8126492.58,16.5,LC,4,Invertebrate,Woodland,Sedentary,Lower_risk
Erythropygia paena,Erythropygia paena,0,0,0,0,0,0,0,Generalist,17.9,3.4,26.2,67.9,15.5,68.8,-30.09,-12.5,0,F,2,0,1200,1200,3,3,0.629088573,2.56489625,GroundForaging,ExposedElevated,strong,2.298733433,8.8,PASSERIFORMES,Muscicapidae,1909273.6,19.7,LC,3,Invertebrate,Woodland,Sedentary,Lower_risk
Erythropygia quadrivirgata,Erythropygia quadrivirgata,0,0,0,0,0,0,0,Terrestrial,17.6,4,26.7,79.6,13.9,71,-33.82,3.24,0,F,2,0,1300,1300,3,1,0.674569758,3.081539957,GroundForaging,ExposedElevated,strong,2.626845169,33.1,PASSERIFORMES,Muscicapidae,1616296.2,26.1,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Erythropygia signata,Erythropygia signata,0,0,0,0,0,1,1,Terrestrial,22.8,4.5,27.9,84,13.2,80.2,-34.05,-22.32,0,F,3,0,500,500,1,3,0.697389376,3.401070453,GroundForaging,Cavity,strong,3.577554414,80.3,PASSERIFORMES,Muscicapidae,167351,38.2,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Erythrura gouldiae,Erythrura gouldiae,1,1,0,1,1,1,6,Generalist,11.5,7.2,14.9,64.2,30.4,46.2,-18.38,-12.45,0,A,1,0,370,370,6,2,0.460187588,1.854098279,ArborealGleaning,Cavity,none,2.288711062,1.1,PASSERIFORMES,Estrildidae,101027.63,13.8,LC,8,Granivore,Savanna,Sedentary,Lower_risk
Charadrius morinellus,Charadrius morinellus,0,0,0,0,0,1,1,Terrestrial,18.8,4.3,35.6,147.4,55.9,66.3,41.9,76.52,0,P,4,0,2720,2720,4,1,0.712807194,4.271902014,GroundForaging,ExposedGround,weak,2.347229273,3.7,CHARADRIIFORMES,Charadriidae,3830439.01,108.2,LC,3,Invertebrate,Grassland,Migratory,Lower_risk
Eupodotis humilis,Eupodotis humilis,1,0,0,1,0,1,4,Terrestrial,31.8,7,61.7,232.4,40.4,108,4.3,11.58,0,F,1,0,1000,1000,2,2,0.854607018,7.101637161,GroundForaging,ExposedGround,strong,1.729310125,10.3,OTIDIFORMES,Otididae,447301.03,698,NT,3,Omnivore,Grassland,Sedentary,Lower_risk
Eupodotis vigorsii,Eupodotis vigorsii,0,0,0,0,0,1,1,Terrestrial,39.7,9.6,80.4,342,36.2,146,-34.84,-24.2,0,F,3,0,500,500,3,3,0.900330298,9.978317744,GroundForaging,ExposedGround,strong,2.225975488,9.3,OTIDIFORMES,Otididae,691336.88,1700,LC,2,Omnivore,Grassland,Sedentary,Lower_risk
