decimalLatitude,decimalLongitude,Order,adult_mass_g,max_longevity_d,age_first_reproduction_d,litter_size_n,litters_per_year_n,dispersal_km,density_n_km2,home_range_km2,dphy_invertebrate,dphy_plant,det_vend,det_vect,det_scav,det_diet_breadth_n,altitude_breadth_m,EQ,habitat_Forest,habitat_Savanna,habitat_Shrubland,habitat_Grassland,habitat_Wetlands,habitat_Desert,habitat_Artificial_Terrestrial,n_habitats,human_footprint,roadkill_category
-22.246302,-47.839529,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,21.9591789245605,High
-14.157535,-47.59415,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,12.5490980148315,Medium
-20.552911,-55.549228,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,11.8876171112061,Low
-18.232298,-50.431983,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,18.5492343902588,Medium
-19.7091,-47.9835,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,43.6360549926758,High
-21.470753,-47.908255,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,12.5507373809814,Low
-15.5205,-47.567454,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,20.2414436340332,Medium
-11.904988,-48.737133,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,19.4081745147705,Low
-21.8644,-51.8667,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,32.6042251586914,Medium
-20.469266,-55.20453,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,13.68492603302,Medium
-22.1164,-43.2185,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,49.3343544006348,Medium
-16.598535,-50.195063,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,20.0962181091309,Medium
-20.490151,-54.80721,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,34.6968307495117,Low
-25.176596,-57.555961,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,41.6965103149414,Medium
-14.0467,-47.3878,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,3.62640118598938,Medium
-22.307184,-43.130266,Carnivora,22250.0,6132.0,484.65,3.0,1.08276546666667,5.839,4.31565823333333,21.36,10.0,20.0,50.0,20.0,0.0,2.0,2000.0,1.27448200561021,1,1,1,1,1,0,1,6,31.5623340606689,Low
14.1154,39.58699,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,19.3855495452881,Low
7.67344,36.83441,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,38.048755645752,High
-6.830373,37.670589,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,39.351245880127,Medium
-22.133333,29.2,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,5.75422382354736,High
-28.184825,29.09673,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,23.5386486053467,Low
0.451481,30.384627,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,13.9207210540771,High
7.676415,36.838274,Carnivora,13666.67,10220.0,395.41,2.31,2.2,4.466,1.0,18.4747579333333,10.0,40.0,20.0,20.0,10.0,4.0,5000.0,0.550130407539487,1,1,1,0,1,0,1,5,38.0528106689453,High
42.9,11.2,Rodentia,20.8,1794.583,83.22,4.295,3.2,0.126,1500.0,0.001,20.0,80.0,0.0,0.0,0.0,3.0,2400.0,0.567178373906541,1,0,1,0,0,0,0,2,17.7930774688721,Medium
55.1694,23.8813,Rodentia,20.8,1794.583,83.22,4.295,3.2,0.126,1500.0,0.001,20.0,80.0,0.0,0.0,0.0,3.0,2400.0,0.567178373906541,1,0,1,0,0,0,0,2,19.7183208465576,Low
49.50914,17.30351,Rodentia,20.8,1794.583,83.22,4.295,3.2,0.126,1500.0,0.001,20.0,80.0,0.0,0.0,0.0,3.0,2400.0,0.567178373906541,1,0,1,0,0,0,0,2,17.3743362426758,High
45.212864,9.356684,Rodentia,20.8,1794.583,83.22,4.295,3.2,0.126,1500.0,0.001,20.0,80.0,0.0,0.0,0.0,3.0,2400.0,0.567178373906541,1,0,1,0,0,0,0,2,45.5598297119141,Medium
42.40267547,128.0433181,Rodentia,25.0,1484.41191856667,145.452,6.3,4.0,0.139,420.17,0.0019989,20.0,80.0,0.0,0.0,0.0,3.0,2356.383,0.539991564028901,1,0,0,1,0,0,0,2,5.14117956161499,Low
42.2801883,127.8093222,Rodentia,25.0,1484.41191856667,145.452,6.3,4.0,0.139,420.17,0.0019989,20.0,80.0,0.0,0.0,0.0,3.0,2356.383,0.539991564028901,1,0,0,1,0,0,0,2,9.83041954040527,Low
41.6969,127.7153,Rodentia,25.0,1484.41191856667,145.452,6.3,4.0,0.139,420.17,0.0019989,20.0,80.0,0.0,0.0,0.0,3.0,2356.383,0.539991564028901,1,0,0,1,0,0,0,2,0.934690117835999,Medium
42.405375,128.042614,Rodentia,25.0,1484.41191856667,145.452,6.3,4.0,0.139,420.17,0.0019989,20.0,80.0,0.0,0.0,0.0,3.0,2356.383,0.539991564028901,1,0,0,1,0,0,0,2,9.40482425689697,Low
-22.5026,-42.8424,Rodentia,998.32,517.083,453.960467266667,0.97,1.72443366666667,1.059,26.3,0.311799316666666,0.0,100.0,0.0,0.0,0.0,2.0,1996.25603333333,0.753918511308735,1,0,0,0,0,0,1,2,11.5178556442261,High
-20.580677,-40.417217,Rodentia,998.32,517.083,453.960467266667,0.97,1.72443366666667,1.059,26.3,0.311799316666666,0.0,100.0,0.0,0.0,0.0,2.0,1996.25603333333,0.753918511308735,1,0,0,0,0,0,1,2,28.6255207061768,Medium
-22.307184,-43.130266,Rodentia,998.32,517.083,453.960467266667,0.97,1.72443366666667,1.059,26.3,0.311799316666666,0.0,100.0,0.0,0.0,0.0,2.0,1996.25603333333,0.753918511308735,1,0,0,0,0,0,1,2,31.5623340606689,Medium
10.020301,-83.215233,Rodentia,2000.0,6095.5,485.577753433334,1.0,1.56482216666667,1.552,27.9091908666667,0.3384608,0.0,100.0,0.0,0.0,0.0,2.0,1913.3,0.777962201862623,1,0,0,0,0,0,0,1,22.0313472747803,Medium
-20.675583,-43.349806,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,13.66100025177,Medium
-19.7091,-47.9835,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,43.6360549926758,Medium
-18.232298,-50.431983,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,18.5492343902588,Medium
-19.36333333,-48.07916667,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,14.6931056976318,Medium
-2.323301,-60.044455,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,11.4166145324707,Low
-22.246302,-47.839529,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,21.9591789245605,High
-16.575593,-50.261,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,14.1203746795654,Medium
-16.598535,-50.195063,Rodentia,3900.0,9709.0,833.07,1.0,1.11,2.241,35.69,0.14,0.0,100.0,0.0,0.0,0.0,2.0,2066.4365,0.567092818586544,1,0,0,0,0,0,0,1,20.0962181091309,Medium
6.15,-75.55,Rodentia,831.79,456.25,301.073238666667,3.06621456666667,2.18255766666667,1.03450693333333,338.523289266667,0.0333076666666666,1.0,99.0,0.065,0.617,0.348,2.71573333333333,2700.0,0.699774062558613,1,0,0,0,0,0,0,1,25.6005058288574,High
-22.307184,-43.130266,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,31.5623340606689,Medium
-21.6889,-43.3444,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,39.8149833679199,Low
-27.35,-50.9,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,9.98854160308838,High
-25.54553,-48.78396,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,24.6932792663574,High
-10.675567,-62.208069,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,18.0498847961426,Medium
-25.753,-54.54,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,10.897801399231,High
-23.8944,-52.7339,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,13.2148427963257,High
-28.170158,-52.314813,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,18.6696910858154,High
-21.470753,-47.908255,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,12.5507373809814,Medium
-30.0867,-50.6708,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,9.05039978027344,High
-26.581324,-48.722133,Rodentia,1250.39,2535.229,437.917798633334,1.0,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0.0,100.0,0.0,0.0,0.0,2.0,2290.367,0.719511420567809,1,1,0,0,0,0,0,2,29.5938949584961,Medium
7.67344,36.83441,Primates,9058.41,12775.0,1916.25,1.0,0.775,3.562,119.594,0.17,0.0,100.0,0.0,0.0,0.0,2.0,2099.19186666667,1.42537918022475,1,0,0,0,0,0,1,2,38.048755645752,Medium
0.621249,30.352545,Primates,9058.41,12775.0,1916.25,1.0,0.775,3.562,119.594,0.17,0.0,100.0,0.0,0.0,0.0,2.0,2099.19186666667,1.42537918022475,1,0,0,0,0,0,1,2,22.5165748596191,High
7.676415,36.838274,Primates,9058.41,12775.0,1916.25,1.0,0.775,3.562,119.594,0.17,0.0,100.0,0.0,0.0,0.0,2.0,2099.19186666667,1.42537918022475,1,0,0,0,0,0,1,2,38.0528106689453,Medium
0.451481,30.384627,Primates,9058.41,12775.0,1916.25,1.0,0.775,3.562,119.594,0.17,0.0,100.0,0.0,0.0,0.0,2.0,2099.19186666667,1.42537918022475,1,0,0,0,0,0,1,2,13.9207210540771,High
35.8926,-76.1784,Soricomorpha,52.15,1095.0,344.16,4.42,1.0,1.529,4999.99,0.004,80.0,0.0,0.0,0.0,0.0,2.0,1828.44286666667,0.807195870709154,1,0,1,0,1,0,0,3,15.0005216598511,Medium
35.91914931,-76.23549208,Eulipotyphla,52.15,1095.0,344.16,4.42,1.0,1.529,4999.99,0.004,80.0,0.0,0.0,0.0,0.0,2.0,1828.44286666667,0.807195870709154,1,0,1,0,1,0,0,3,48.1088104248047,High
-24.866723,-50.445759,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,17.5704498291016,Low
-30.117957,-53.619222,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,19.8435955047607,High
-32.076796,-52.270823,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,34.8861846923828,High
-30.0867,-50.6708,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,9.05039978027344,Medium
-28.170158,-52.314813,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,18.6696910858154,Medium
-24.739094,-65.028936,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,32.7104568481445,Medium
-30.347781,-53.998679,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,14.2240552902222,High
-29.878831,-50.16805,Carnivora,3400.0,3704.75,365.0,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80.0,10.0,0.0,10.0,0.0,1.0,4100.0,0.655411362300507,0,1,1,1,0,0,0,3,21.1244487762451,High
-0.684398492,-77.80531683,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,14.5904502868652,Medium
-7.167969,-35.367968,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,28.9562225341797,Medium
-21.470753,-47.908255,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,12.5507373809814,Low
10.468506,-84.657612,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,29.3919906616211,Medium
-19.7091,-47.9835,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,43.6360549926758,High
9.508766,-75.236148,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,23.6437187194824,Medium
-0.9794,-77.2876,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,3.68881225585938,Medium
-14.0467,-47.3878,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,3.62640118598938,Medium
-4.926667,-80.344444,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,45.956413269043,High
10.020301,-83.215233,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,22.0313472747803,Medium
-19.36333333,-48.07916667,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,14.6931056976318,High
-14.157535,-47.59415,Carnivora,1598.67,5092.9016741,365.0,3.995,1.1415308,8.18,9.52,0.27,80.0,10.0,0.0,10.0,0.0,1.0,2661.2614,1.16567791857834,1,0,1,1,0,0,0,3,12.5490980148315,Medium
41.6969,127.7153,Rodentia,27.5,1213.625,110.0,4.57,2.92,0.147,1487.24176643333,0.0025429333333333,20.0,80.0,0.0,0.0,0.0,3.0,2700.0,0.551817772910953,1,0,1,1,1,0,0,5,0.934690117835999,High
42.2801883,127.8093222,Rodentia,27.5,1213.625,110.0,4.57,2.92,0.147,1487.24176643333,0.0025429333333333,20.0,80.0,0.0,0.0,0.0,3.0,2700.0,0.551817772910953,1,0,1,1,1,0,0,5,9.83041954040527,Low
42.40267547,128.0433181,Rodentia,27.5,1213.625,110.0,4.57,2.92,0.147,1487.24176643333,0.0025429333333333,20.0,80.0,0.0,0.0,0.0,3.0,2700.0,0.551817772910953,1,0,1,1,1,0,0,5,5.14117956161499,Medium
42.405375,128.042614,Rodentia,27.5,1213.625,110.0,4.57,2.92,0.147,1487.24176643333,0.0025429333333333,20.0,80.0,0.0,0.0,0.0,3.0,2700.0,0.551817772910953,1,0,1,1,1,0,0,5,9.40482425689697,Low
36.579695,127.92624,Rodentia,27.5,1213.625,110.0,4.57,2.92,0.147,1487.24176643333,0.0025429333333333,20.0,80.0,0.0,0.0,0.0,3.0,2700.0,0.551817772910953,1,0,1,1,1,0,0,5,24.8207054138184,Medium
0.451481,30.384627,Rodentia,1400.0,3066.0,195.92,3.11,3.75,1.275,0.6,2.72722213333333,40.0,60.0,0.0,0.0,0.0,3.0,3500.0,0.362699677136336,1,0,0,0,0,0,0,1,13.9207210540771,High
-6.830373,37.670589,Rodentia,1510.7,3066.0,212.91,3.33,3.75,1.33,178.837025133334,0.0735964000000001,40.0,60.0,0.0,0.0,0.0,3.0,2000.0,0.405821180577137,1,1,0,0,0,0,1,3,39.351245880127,High
-22.133333,29.2,Rodentia,1510.7,3066.0,212.91,3.33,3.75,1.33,178.837025133334,0.0735964000000001,40.0,60.0,0.0,0.0,0.0,3.0,2000.0,0.405821180577137,1,1,0,0,0,0,1,3,5.75422382354736,Low
49.50914,17.30351,Rodentia,400.0,1460.0,91.25,7.14,2.0,0.64,2169.8645185,0.0878458,10.0,80.0,0.0,10.0,0.0,1.0,650.0,0.331025340213876,0,0,1,1,0,0,1,3,17.3743362426758,High
48.18889,17.7267,Rodentia,400.0,1460.0,91.25,7.14,2.0,0.64,2169.8645185,0.0878458,10.0,80.0,0.0,10.0,0.0,1.0,650.0,0.331025340213876,0,0,1,1,0,0,1,3,48.7845268249512,High
14.428868,101.368889,Eulipotyphla,12.0,2267.58721413333,277.729294066667,1.615,2.1489935,0.744,1316.73120383333,0.0669733333333334,50.0,0.0,0.0,10.0,40.0,2.0,2053.46763333333,0.650261171153411,1,0,1,1,0,0,1,5,13.8032693862915,Medium
-22.133333,29.2,Eulipotyphla,14.735,121.667,151.0009155,3.67,2.38,0.823,40.0,0.0567199666666668,50.0,0.0,0.0,10.0,40.0,2.0,1956.73816666667,0.435464945132775,0,1,0,1,0,1,1,4,5.75422382354736,Medium
42.405375,128.042614,Eulipotyphla,14.8,980.074171166667,170.5625937,4.82027249999999,2.6769255,0.825,1192.25191723333,0.0289909,50.0,0.0,0.0,10.0,40.0,2.0,1878.94683333333,0.442203511700306,0,0,0,1,0,0,0,1,9.40482425689697,Low
36.579695,127.92624,Eulipotyphla,14.8,980.074171166667,170.5625937,4.82027249999999,2.6769255,0.825,1192.25191723333,0.0289909,50.0,0.0,0.0,10.0,40.0,2.0,1878.94683333333,0.442203511700306,0,0,0,1,0,0,0,1,24.8207054138184,Medium
41.6969,127.7153,Eulipotyphla,14.8,980.074171166667,170.5625937,4.82027249999999,2.6769255,0.825,1192.25191723333,0.0289909,50.0,0.0,0.0,10.0,40.0,2.0,1878.94683333333,0.442203511700306,0,0,0,1,0,0,0,1,0.934690117835999,Medium
41.7294,1.8272,Eulipotyphla,10.6,1460.0,95.2,4.04,3.5,0.7,8850.0,0.0,50.0,0.0,0.0,10.0,40.0,2.0,2000.0,0.325549794229231,0,0,1,0,0,0,1,2,38.2068367004395,High
38.688535,-8.104944,Eulipotyphla,10.6,1460.0,95.2,4.04,3.5,0.7,8850.0,0.0,50.0,0.0,0.0,10.0,40.0,2.0,2000.0,0.325549794229231,0,0,1,0,0,0,1,2,16.1559085845947,High
38.54,-8.22583333,Eulipotyphla,10.6,1460.0,95.2,4.04,3.5,0.7,8850.0,0.0,50.0,0.0,0.0,10.0,40.0,2.0,2000.0,0.325549794229231,0,0,1,0,0,0,1,2,15.662034034729,Medium
36.9833,-6.4333,Eulipotyphla,10.6,1460.0,95.2,4.04,3.5,0.7,8850.0,0.0,50.0,0.0,0.0,10.0,40.0,2.0,2000.0,0.325549794229231,0,0,1,0,0,0,1,2,4.5100212097168,Medium
-2.7848,38.8174,Carnivora,63000.0,15001.5,900.705,2.0,1.0,49.498,0.359,21.93,0.0,0.0,100.0,0.0,0.0,1.0,4100.0,0.774639472085483,1,1,0,1,0,0,0,3,11.5031881332397,Medium
-14.5,26.167,Carnivora,63000.0,15001.5,900.705,2.0,1.0,49.498,0.359,21.93,0.0,0.0,100.0,0.0,0.0,1.0,4100.0,0.774639472085483,1,1,0,1,0,0,0,3,13.4553213119507,Low
-22.133333,29.2,Carnivora,63000.0,15001.5,900.705,2.0,1.0,49.498,0.359,21.93,0.0,0.0,100.0,0.0,0.0,1.0,4100.0,0.774639472085483,1,1,0,1,0,0,0,3,5.75422382354736,Low
7.676415,36.838274,Carnivora,63000.0,15001.5,900.705,2.0,1.0,49.498,0.359,21.93,0.0,0.0,100.0,0.0,0.0,1.0,4100.0,0.774639472085483,1,1,0,1,0,0,0,3,38.0528106689453,Medium
14.1154,39.58699,Carnivora,63000.0,15001.5,900.705,2.0,1.0,49.498,0.359,21.93,0.0,0.0,100.0,0.0,0.0,1.0,4100.0,0.774639472085483,1,1,0,1,0,0,0,3,19.3855495452881,Medium
7.67344,36.83441,Carnivora,63000.0,15001.5,900.705,2.0,1.0,49.498,0.359,21.93,0.0,0.0,100.0,0.0,0.0,1.0,4100.0,0.774639472085483,1,1,0,1,0,0,0,3,38.048755645752,Medium
-22.133333,29.2,Rodentia,78.425,4015.0,555.595,2.86,1.5,0.261,816.08,0.001,0.0,100.0,0.0,0.0,0.0,1.0,2277.4443,0.524469312887449,0,0,1,1,0,0,1,3,5.75422382354736,Low
-20.469266,-55.20453,Rodentia,9000.0,6132.0,451.6,1.01,1.5,3.549,28.0,2.6081223,0.0,100.0,0.0,0.0,0.0,3.0,2007.3366,0.558099322401468,1,0,0,0,0,0,0,1,13.68492603302,Low
-24.866723,-50.445759,Rodentia,9000.0,6132.0,451.6,1.01,1.5,3.549,28.0,2.6081223,0.0,100.0,0.0,0.0,0.0,3.0,2007.3366,0.558099322401468,1,0,0,0,0,0,0,1,17.5704498291016,Low
-23.8944,-52.7339,Rodentia,9000.0,6132.0,451.6,1.01,1.5,3.549,28.0,2.6081223,0.0,100.0,0.0,0.0,0.0,3.0,2007.3366,0.558099322401468,1,0,0,0,0,0,0,1,13.2148427963257,Medium
-20.552911,-55.549228,Rodentia,9000.0,6132.0,451.6,1.01,1.5,3.549,28.0,2.6081223,0.0,100.0,0.0,0.0,0.0,3.0,2007.3366,0.558099322401468,1,0,0,0,0,0,0,1,11.8876171112061,Low
-22.307184,-43.130266,Rodentia,9000.0,6132.0,451.6,1.01,1.5,3.549,28.0,2.6081223,0.0,100.0,0.0,0.0,0.0,3.0,2007.3366,0.558099322401468,1,0,0,0,0,0,0,1,31.5623340606689,Low
