Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RR,ISL,RLM,LAT,Elevational.Range,HB,DB,Nest_Type,Nest_SBS,Flightlessness,Family,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,IUCN_status,Range_size,Body_mass,Order1,Clutch_size,Diet,Habitat_cat,Migration,extinction_risk
Phylloscopus neglectus,9.2,4.6,2,2.1,16.7,48.6,7.5,42,15.2,39.3,2,Insessorial,26.73,39.51,0,0,P,3,4200,5,1,SP,S,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.37070398803155,4.21803603456465,LC,809025.01,5.3,Passeriformes,5,Invertebrate,Shrub,Migratory,Lower_risk
Phylloscopus nitidus,12.4,6.6,2.7,2.7,19.1,62.5,14.4,47.2,23.4,50.4,1,Insessorial,33.64,44.46,0,0,PI,2,2500,4,1,SP,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.27347064120956,4.27944004589878,LC,468375.06,7.8,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus occipitalis,12.9,7.7,3.4,2.8,16.7,63.4,12.3,50.7,19.4,49.6,1,Insessorial,30.22,39.08,0,0,IP,2,1400,3,1,SP,"B,C",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.984650177211819,4.80811102998478,LC,270137.8,9,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus ogilviegranti,10.5,5.7,2.7,2.6,17,52,8.1,43.6,15.7,41.4,2,Insessorial,10.96,34.55,0,0,I,2,1665,2,1,SP,"G,S,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.21230930280597,4.69592454925656,LC,887609.37,6.4,Passeriformes,3,Invertebrate,Woodland,PartiallyMigratory,Lower_risk
Phylloscopus orientalis,12.1,6.2,2.4,2.4,17.6,66.7,15.7,51.7,23.3,51.4,2,Insessorial,32.79,45.52,0,0,PF,2,1000,4,2,DM,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.4499584835997399,4.66438204561994,LC,323586.25,8.5,Passeriformes,6,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus proregulus,9.7,4.7,2.5,2.2,16.4,51.2,9.7,41.8,18.9,38.2,1,Insessorial,42.67,61.01,0,0,IP,2,1400,4,1,SP,T,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.795270728767051,1.85629799036563,LC,5259814.86,6,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus pulcher,10.7,5.5,2.3,2.1,18.5,58.8,8.2,50.8,14.2,40,1,Insessorial,21.22,38.67,0,0,IP,2,3300,2,3,SP,"S,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.979370361335559,4.12713438504509,LC,1028240.36,6.8,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus reguloides,12.1,6.5,2.9,2.6,18,56.6,9,47.1,16.1,50.1,1,Insessorial,11.31,32.53,0,0,IP,2,2200,4,1,SP,"G,R,S",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.18622288291325,5.03889875936911,LC,1405045.54,7.6,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus ruficapilla,11.4,6,2.8,2.3,19.3,52.4,7.4,44.9,14.2,41.2,1,Insessorial,-34.84,-3.05,0,0,F,2,2350,3,1,SP,"G,S",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.14686295772276,4.06731588983418,LC,423407.96,7.7,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus schwarzi,12.2,6.4,2.9,3.1,21.3,63.2,11.2,50.5,18.1,50.2,2,Insessorial,39.04,58.4,0,0,IP,2,2000,5,1,SP,S,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.90808651852317,2.56494935746154,LC,2917225.84,11.4,Passeriformes,5,Invertebrate,Shrub,Migratory,Lower_risk
Phylloscopus sindianus,10.9,5.5,2.2,2.1,17.9,53.4,8.3,43.7,15.9,44.4,3,Insessorial,32.52,44.15,0,0,P,3,3400,4,1,SP,"G,S",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.06983751767545,3.81330703248899,LC,848350,7.5,Passeriformes,6,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus subviridis,10.5,5.6,2.4,2,17,54.1,8.4,44.5,15.9,42.8,2,Insessorial,30.51,36.59,0,0,P,3,2400,4,1,SP,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.757928931136556,4.3425058765116,LC,106723.57,5.5,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus tenellipes,12.2,6.6,2.7,2.9,17.5,59.9,13.8,46.1,23,49.5,2,Insessorial,37.6,54.32,0,0,IP,2,1800,3,1,SP,"G,R",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.15506121327514,4.51633897228148,LC,1086226.67,11.8,Passeriformes,6,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus trivirgatus,12.2,6.7,2.9,2.8,19.8,56.5,8.8,47.8,15.5,41.3,1,Insessorial,-9.11,18.65,0,0,IW,1,740,3,1,DM,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.15829218528827,5.22305488204749,LC,539476.75,9,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus trochiloides,11.3,6.4,3,2.6,18.7,61.3,12.2,49,19.9,48.4,1,Insessorial,26.83,68.55,0,0,IP,2,4500,3,3,SP,"G,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.25617410568995,3.68386691229039,LC,8430367.15,8.1,Passeriformes,7,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus trochilus,12.8,6.6,2.6,2.6,19.3,65.9,17.1,48.8,25.9,52.3,1,Insessorial,41.17,72.32,0,0,FP,5,3500,8,1,SP,"G,T,Z,S",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.20523188832415,3.28091121578765,LC,15839222.41,8.7,Passeriformes,8,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus tytleri,12.4,6.6,2.3,2.2,17.5,58.1,10.4,47,18.1,42.2,2,Insessorial,31.6,36.54,0,0,IP,2,2700,2,1,SP,"G,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.1877178107474,5.16364246322143,LC,213284.08,7.2,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus umbrovirens,12.4,5.6,2.5,2.4,20,56.2,6.4,50.3,11.3,45,2,Insessorial,-7.38,22.18,0,0,F,1,2800,3,1,SP,"G,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.03329948475896,4.59915211366253,LC,611974.74,8.6,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus xanthoschistos,10.9,5.8,2.6,2.6,17.4,52.9,8.6,44.6,16,43.4,1,Insessorial,22.59,34.85,0,0,I,3,1850,2,1,SP,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.962996287401759,4.71492104994721,LC,269573.71,6.9,Passeriformes,5,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phylloscopus yunnanensis,9.8,5.3,2.3,2.1,15.4,52.2,9.8,41.8,19,37,2,Insessorial,30.2,41.28,0,0,IP,2,1800,2,1,SP,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.27708677975696,4.93447393313069,LC,338812.66,6,Passeriformes,4,Invertebrate,Shrub,PartiallyMigratory,Lower_risk
Phytotoma raimondii,18.8,10.1,7.3,8.1,24.5,89.3,11.6,75.7,12.9,87.3,2,Insessorial,-10.44,-3.67,0,0,L,1,550,3,2,CP,"S,T",No,Cotingidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.41509661841518,4.68767140749983,VU,2921.02,39.8,Passeriformes,4,Herbivore,Shrub,Sedentary,Higher_risk
Phytotoma rara,17.6,10.2,7.7,8.6,24.4,88.9,15.1,73,17.1,79.6,2,Insessorial,-53.31,-27.29,0,0,L,3,2800,4,3,CP,"S,T",No,Cotingidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.965783570635203,2.83907846350861,LC,478077.69,47,Passeriformes,4,Herbivore,Artificial,Sedentary,Lower_risk
Phytotoma rutila,15.5,8.8,6.4,7.1,22.2,86.5,14.7,72,16.9,90.6,2,Insessorial,-43.96,-16.09,0,0,L,2,3600,3,3,CP,"S,T",No,Cotingidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.10297439048223,3.13113691056019,LC,1756370.23,40.5,Passeriformes,4,Herbivore,Shrub,Sedentary,Lower_risk
Piaya cayana,32,18.9,8.8,10.7,34.6,145.5,15.9,129.6,11,278.6,1,Insessorial,-36.22,12.46,0,0,L,2,2800,4,3,HC,"S,T",No,Cuculidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.06983751767545,3.16547504814109,LC,13448425.2,102,Cuculiformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Piaya melanogaster,34.5,20.8,8.4,10.7,34.3,134.8,11.9,123.3,8.8,212.4,1,Insessorial,-14.97,8.28,0,0,L,1,800,3,1,CP,S,No,Cuculidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.720843424240426,1.30833281965018,LC,4840731.88,102.8,Cuculiformes,2.54615384615385,Invertebrate,Forest,Sedentary,Lower_risk
Picathartes gymnocephalus,34,18.2,6.2,10.4,63.1,162.2,7.2,152.3,4.5,180.5,1,Terrestrial,4.49,9.98,0,0,F,1,800,3,2,CP,R,No,Picathartidae,GroundForaging,NonCooperative,ExposedElevated,none,No,0.939774487115278,4.19116874685764,VU,388878.28,196,Passeriformes,2,Invertebrate,Forest,Sedentary,Higher_risk
Picathartes oreas,39.1,20.4,6.3,9.7,57.3,152,8.3,148.7,5.2,144.3,1,Terrestrial,-2.31,6.7,0,0,F,1,2055,2,5,CP,R,No,Picathartidae,GroundForaging,NonCooperative,ExposedElevated,none,No,0.692519423793493,3.14415227867226,NT,381172.35,220,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Picoides arcticus,31.2,24.2,10.1,7.5,21.7,128.8,32.4,96.4,25.2,89.4,1,Insessorial,35.78,68.54,0,0,N,3,3100,1,1,CV,"C,P,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1,1.48160454092422,LC,6771211.08,69.2,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picoides tridactylus,29.7,22.4,9,7.3,19.8,120.9,35.9,86,29.4,81.3,1,Insessorial,34.08,70.47,0,0,IP,3,1250,2,2,CV,"C,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.06157560586068,2.65324196460721,LC,23486930.71,65.5,Piciformes,6,Invertebrate,Forest,Sedentary,Lower_risk
Piculus aurulentus,25.7,18.9,7.1,6.8,19.6,118.6,24.2,94.3,20.4,71.2,1,Insessorial,-32.39,-19.05,0,0,L,2,3100,3,1,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.40167338222528,4.47392189937814,NT,748842.17,75,Piciformes,3.55426356589148,Invertebrate,Forest,Sedentary,Lower_risk
Piculus callopterus,22.8,17,8.1,5.8,21.8,107.5,27.1,80.4,25.2,61.8,1,Insessorial,7.49,9.47,1,0,L,1,600,3,1,CV,"C,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,0.921155870319381,2.35137525716348,LC,5548.22,51,Piciformes,3.55426356589148,Invertebrate,Forest,Sedentary,Lower_risk
Piculus chrysochloros,25.6,19.4,7.1,6.5,19.2,126.2,23.5,103.6,18,72,1,Insessorial,-27.77,11.53,0,0,L,2,650,5,1,CV,"N,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,0.890912674351071,2.18605127673809,LC,8623251.86,88,Piciformes,3.55426356589148,Invertebrate,Forest,Sedentary,Lower_risk
Piculus flavigula,21.5,16,6.6,6.4,17.4,114,25.5,88.3,22.4,63,1,Insessorial,-25.05,8.03,0,0,L,1,500,3,1,CV,C,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,0.927487211073157,2.66025953726586,LC,6464140.53,55,Piciformes,3.5,Invertebrate,Forest,Sedentary,Lower_risk
Piculus simplex,21.3,15.6,6.3,6.1,18.7,111.7,29.2,82,26.2,61.2,1,Insessorial,8.41,15.99,0,0,L,1,900,1,1,CV,C,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,0.868897832617319,2.63188884013665,LC,92589.28,55,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus albosquamatus,13.2,11,3.8,4.9,12.2,53,6.6,46.4,12.5,32.5,2,Insessorial,-23.8,-7.75,0,0,L,1,2100,3,1,CV,P,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.15668008369902,2.91235066461494,LC,2007279.99,11.9,Piciformes,3.55426356589148,Invertebrate,Woodland,Sedentary,Lower_risk
Picumnus cirratus,13.1,10.8,4.4,4.9,12,53.6,6.2,47.5,11.6,31.8,2,Insessorial,-31.44,5.76,0,0,L,2,2100,5,1,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.23282943481938,3.70622809244855,LC,2348460.61,10.2,Piciformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Picumnus exilis,11.2,9.2,3.5,4.8,11.2,48.6,6.6,41.6,13.6,26.3,1,Insessorial,-19.86,9.1,0,0,L,1,1900,6,1,CV,"C,S",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,0.948683298050514,2.74727091425549,LC,1241697.36,9.3,Piciformes,3.55426356589148,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus innominatus,12.1,9.2,4.5,4.6,12,53.4,5.7,47.1,10.7,29.4,1,Insessorial,-5.95,35.73,0,0,IP,2,2100,3,1,CV,"A,C,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.27948057991299,5.35800036870921,LC,4531626.73,10.2,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus lafresnayi,10.4,7.6,3,4,11.6,50.8,8.6,41.9,17,24.1,1,Insessorial,-12.51,3.16,0,0,L,1,1400,1,1,CV,S,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,0.746174534732325,1.79175946922805,LC,779374.9,9.5,Piciformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus limae,11,9.4,3.4,4.7,12.1,51.3,4.5,46.8,8.8,29.7,2,Insessorial,-6.6,-2.86,0,0,L,1,1200,4,1,CV,"P,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.42814838355022,4.56538931597625,LC,41862.99,11.3,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus nebulosus,11.1,8.6,3.3,4.2,9.7,57.2,5.1,52,9,37.7,1,Insessorial,-34.12,-23.88,0,0,L,2,1100,5,1,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,weak,No,1.17713238255308,3.46885603013597,NT,517928.06,11.6,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus olivaceus,10.3,8.8,3.6,4.4,12.3,52.4,8.1,44.3,15.5,26.5,1,Insessorial,-4.7,16.03,0,0,L,1,2300,4,1,CV,"C,P",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.14851669375212,3.87535902105655,LC,493974.89,10.6,Piciformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Picumnus temminckii,12.2,9.4,4.1,4.7,12.3,53.6,7.1,46.2,13.2,32,2,Insessorial,-30.21,-22.16,0,0,L,2,800,2,1,CV,"P,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.45566548699957,4.56226268497681,LC,514581.53,11.5,Piciformes,3.55426356589148,Invertebrate,Shrub,Sedentary,Lower_risk
Picus awokera,34.5,24.9,8,7.4,25.5,140.2,38.8,102,27.5,94.8,2,Insessorial,30.22,41.55,0,1,P,3,1100,2,2,CV,"P,T",No,Picidae,BarkGleaning,NonCooperative,Cavity,weak,No,1.9838683753795,5.97609706997686,LC,281098.75,143,Piciformes,8,Invertebrate,Forest,Sedentary,Lower_risk
Picus canus,38.3,24.9,7.9,7.1,24.8,146.6,37.9,109.1,25.8,106.7,1,Insessorial,32.07,65.03,0,0,IP,2,2000,5,2,CV,"C,T",No,Picidae,ForagingGeneralist,NonCooperative,Cavity,weak,No,1.31277141725489,4.64439089914137,LC,11476968.7,137,Piciformes,10,Invertebrate,Forest,Sedentary,Lower_risk
Picus chlorolophus,27.5,20.6,6.9,6.6,21.7,129,30.5,97.8,23.8,88.4,1,Insessorial,-5.95,34.71,0,0,I,2,2100,5,3,CV,C,No,Picidae,BarkGleaning,NonCooperative,Cavity,weak,No,1.25617410568995,5.19017520792833,LC,3444974.54,65.4,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picus erythropygius,35.1,25.6,8.7,9.1,25.2,156.8,35.7,122.1,22.6,114.4,2,Insessorial,8.56,23.1,0,0,I,1,600,2,1,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,strong,No,1.29472215607211,4.78832472908594,LC,465293.36,116.2,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picus puniceus,28,22.6,7,7.1,19.7,121.2,28.2,91.3,23.6,80,1,Insessorial,-8.13,13.48,0,0,I,1,1300,3,1,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,weak,No,1.19802754953329,4.73356340075649,LC,1380604.21,79.1,Piciformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Picus squamatus,46.1,34.6,9.7,9.1,27.6,161,37.8,123.2,23.5,119.6,1,Insessorial,26.88,37.83,0,0,IP,3,2200,5,2,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,weak,No,0.962996287401759,4.43911560165801,LC,703208.8,170,Piciformes,6,Invertebrate,Forest,Sedentary,Lower_risk
Picus vaillantii,38.3,27.6,8.9,8.7,27.9,154,43.2,111.2,28,99.2,2,Terrestrial,30.2,37.54,0,0,P,3,1150,3,2,CV,T,No,Picidae,GroundForaging,NonCooperative,Cavity,weak,No,1.40888016670259,4.65681341913993,LC,343668.61,176,Piciformes,8,Invertebrate,Woodland,Sedentary,Lower_risk
Picus viridis,45,35.1,11.5,9.8,29,165.4,41,125,24.7,103,2,Terrestrial,32.12,66.96,0,0,P,3,3000,4,1,CV,"C,T",No,Picidae,GroundForaging,NonCooperative,Cavity,weak,No,1.59916927512658,4.61412992735956,LC,5981746.04,176,Piciformes,8,Invertebrate,Forest,Sedentary,Lower_risk
Picus vittatus,32.9,23.7,8.9,8.5,25.7,126.4,23.3,102.7,18.5,98,2,Insessorial,-8.85,22.45,0,0,I,1,1500,6,1,CV,T,No,Picidae,BarkGleaning,NonCooperative,Cavity,weak,No,1.37935845922807,5.13226278221795,LC,1352503,108.1,Piciformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Picus xanthopygaeus,33,24.5,7.6,8.3,24.9,129.8,29,100.8,22.4,90.2,2,Generalist,6.71,31.05,0,0,I,2,1500,5,3,CV,T,No,Picidae,ForagingGeneralist,NonCooperative,Cavity,weak,No,1.32583542837137,5.8206762261277,LC,2078020.45,99.7,Piciformes,5,Invertebrate,Woodland,Sedentary,Lower_risk
Piezorina cinerea,15.5,10.7,6.9,9.7,23.4,78.2,13.2,65,16.9,62,3,Terrestrial,-8.93,-3.48,0,0,L,1,300,3,2,CP,T,No,Thraupidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.14686295772276,4.09767235231478,LC,41880.07,32.2,Passeriformes,3,Omnivore,Shrub,Sedentary,Lower_risk
Pinarochroa sordida,15.8,8.5,3.3,3.5,27.9,74.7,9.9,64.7,13.3,51.6,2,Insessorial,-3.42,14.89,0,0,F,1,1000,5,1,"CP,CR","R,Z,S",No,Muscicapidae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.774596669241483,5.08264583007253,LC,188372.16,21,Passeriformes,3,Invertebrate,Grassland,Sedentary,Lower_risk
Pinarocorys erythropygia,16.7,9.8,4.2,5.6,25,104.8,28.4,75.1,27.4,71.8,2,Terrestrial,2.06,14.45,0,0,F,1,1000,4,1,CV,"G,Z",No,Alaudidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.03780198565377,3.55248682920838,LC,3415913.26,30.1,Passeriformes,2,Invertebrate,Savanna,Sedentary,Lower_risk
Pinarocorys nigricans,17.5,10.4,4.6,5.6,27.6,115.2,38.4,77.1,33.3,76.2,2,Terrestrial,-16.1,-3.35,0,0,F,2,1000,5,1,CV,G,No,Alaudidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.03780198565377,2.91777073208428,LC,1921432.84,38.1,Passeriformes,2,Invertebrate,Woodland,Migratory,Lower_risk
Pinicola enucleator,16.6,12.3,8.6,11.2,19.6,109.2,32.1,77.1,29.4,85.1,1,Insessorial,34.57,70.33,0,0,NP,3,3100,5,4,CP,T,No,Fringillidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.865061545414422,1.7404661748405,LC,18396768.3,56.4,Passeriformes,4,Herbivore,Forest,PartiallyMigratory,Lower_risk
Pionites leucogaster,28.1,25.4,14.1,25.9,16.1,138,45,93,32.7,68.8,1,Insessorial,-15.54,-0.54,0,0,L,1,800,2,2,CV,T,No,Psittacidae,ArborealGleaning,Cooperative,Cavity,none,No,0.832358290057563,1.68639895357023,VU,1982282.57,155,Psittaciformes,4,Fruit,Forest,Sedentary,Higher_risk
Pionites melanocephalus,29.6,23.8,13.3,23.4,14.6,135.4,46.7,87.6,34.8,68.6,1,Insessorial,-10.09,10.1,0,0,L,1,1000,2,4,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,0.714074191775111,1.33500106673234,LC,2920163.54,148.8,Psittaciformes,2,Herbivore,Forest,Sedentary,Lower_risk
Pionopsitta pileata,25.3,19,11.6,17.5,14.5,140,49.8,89.8,35.8,70.2,1,Insessorial,-32.36,-13.97,0,0,L,2,1500,1,3,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.41597802439739,4.54116485601218,LC,728878.23,119,Psittaciformes,4,Fruit,Forest,Sedentary,Lower_risk
Pionus chalcopterus,33.5,24.6,14.7,24.7,15.9,189.8,59.2,130.6,31.1,77.5,1,Insessorial,-4.29,10.99,0,0,L,1,1000,1,1,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.34780941251295,4.71133038181648,LC,158502.65,210,Psittaciformes,2,Fruit,Forest,Sedentary,Lower_risk
Pionus fuscus,31.2,23.8,14.5,24.4,18.1,164,53.2,110.8,32.4,64.8,1,Insessorial,-5.31,10.82,0,0,L,1,1800,3,2,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,0.790252997362136,2.06686275947298,LC,1865113.69,206,Psittaciformes,4,Herbivore,Forest,Sedentary,Lower_risk
Pionus maximiliani,33,23.6,16.4,26.4,18.6,184.4,64.8,119.2,35.2,87.2,1,Insessorial,-29.72,-3.02,0,0,L,2,1500,3,2,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.20092485617777,3.57234563785798,LC,4524942.98,293,Psittaciformes,5,Seed,Forest,Sedentary,Lower_risk
Pionus menstruus,27.4,25,14.5,24.5,16.4,181.1,63.4,122.6,34,74.6,2,Insessorial,-18.01,11.84,0,0,L,1,1400,5,4,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,0.901334477574,2.36085400111802,LC,8375262.88,251,Psittaciformes,4,Herbivore,Woodland,Sedentary,Lower_risk
Pionus senilis,30.6,23.3,13.6,23.9,15.5,164.6,63.7,89.8,41.5,74.3,1,Insessorial,8.03,23.74,0,0,L,1,1600,5,2,CV,T,No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.20949323430633,3.85014760171006,LC,458536.21,212,Psittaciformes,6,Fruit,Forest,Sedentary,Lower_risk
Pionus sordidus,26.1,24.1,14.3,25.4,17.6,183.2,63.5,119.7,34.6,80.7,1,Insessorial,-21.27,11.29,0,0,L,1,1000,3,1,CV,"C,T",No,Psittacidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.27347064120956,4.19418989719182,LC,167594.89,266,Psittaciformes,3,Fruit,Forest,Sedentary,Lower_risk
Pipilo chlorurus,15.1,9.3,4.7,6.9,24.1,77.6,13.1,64.9,16.8,87.6,2,Generalist,30.27,48.81,0,0,LN,2,3700,2,3,CP,S,No,Passerellidae,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.15180289813065,2.81540871942271,LC,1737517.52,29.4,Passeriformes,5,Seed,Shrub,Migratory,Lower_risk
Pipilo erythrophthalmus,15.4,9.8,5.5,8.2,27,82.3,11.1,70.8,13.6,91.7,2,Generalist,24.53,51.51,0,0,LN,2,1980,5,4,CP,"G,S,T",No,Passerellidae,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.51800649681106,3.77734810210154,LC,3162018.06,40,Passeriformes,6,Omnivore,Forest,PartiallyMigratory,Lower_risk
Pipilo maculatus,17.4,10.3,6,8,28.4,85.8,11.8,74,13.7,99.4,2,Generalist,14.26,54.19,0,0,L,2,3355,5,4,CP,"G,S",No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.20523188832415,3.15273602236366,LC,3630810.42,39.3,Passeriformes,6,Herbivore,Forest,PartiallyMigratory,Lower_risk
Pipilo ocai,18.5,10.9,6.1,8.3,30.6,84.5,9.5,74.4,11.4,97.6,1,Generalist,15.89,20.96,0,0,L,1,2000,2,3,CP,S,No,Passerellidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.37264138366205,4.58087749341905,LC,114057.78,61,Passeriformes,4,Omnivore,Woodland,PartiallyMigratory,Lower_risk
Pipra aureola,12.9,7.3,3.9,3.9,15.4,64.5,12.4,52,19.3,31.8,1,Insessorial,-7.9,10.77,0,0,L,1,300,4,2,CP,S,No,Pipridae,AerialSallying,NonCooperative,ExposedElevated,none,No,0.9306048591021,2.77881927199042,LC,671432.52,16.1,Passeriformes,2,Fruit,Forest,Sedentary,Lower_risk
Pipra fasciicauda,14,7.3,4.1,4,16,63.7,12.7,50.9,20,29.8,1,Insessorial,-26.93,-3.2,0,0,L,1,600,3,2,CP,T,No,Pipridae,AerialSallying,NonCooperative,ExposedElevated,none,No,1.03329948475896,2.52572864430826,LC,4779358.8,15.9,Passeriformes,2,Fruit,Forest,Sedentary,Lower_risk
Pipra filicauda,12.4,7.6,4.3,4.1,15.7,65.4,11.1,53.6,17.2,54.5,1,Insessorial,-8.04,10.97,0,0,L,1,300,4,2,CP,"S,T",No,Pipridae,AerialSallying,NonCooperative,ExposedElevated,none,No,0.84918210949878,2.21920348405499,LC,2614150.07,15.4,Passeriformes,2,Fruit,Forest,Sedentary,Lower_risk
Pipraeidea melanonota,12.6,7.4,4.8,5,17.9,80.1,21.4,59.3,26.5,57.8,1,Insessorial,-36.48,10.67,0,0,L,2,2900,6,4,CP,T,No,Thraupidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.35389448554248,4.33467293829041,LC,2111740.74,21,Passeriformes,4,Herbivore,Forest,PartiallyMigratory,Lower_risk
