"scientificName_final","decimalLatitude","decimalLongitude","Order","Annualroadkillrate_corrected","adult_mass_g","max_longevity_d","age_first_reproduction_d","litter_size_n","litters_per_year_n","dispersal_km","density_n_km2","home_range_km2","dphy_invertebrate","dphy_plant","det_vend","det_vect","det_scav","det_diet_breadth_n","altitude_breadth_m","EQ","habitat_Forest","habitat_Savanna","habitat_Shrubland","habitat_Grassland","habitat_Wetlands","habitat_Desert","habitat_Artificial_Terrestrial","n_habitats","human_footprint","log_roadkill","roadkill_category"
"Chrysocyon brachyurus",-15.5205,-47.567454,"Carnivora",0.030240074,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,20.2414436340332,-3.49858728058385,"Medium"
"Chrysocyon brachyurus",-11.904988,-48.737133,"Carnivora",0.012612579,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,19.4081745147705,-4.37306062969467,"Low"
"Chrysocyon brachyurus",-21.8644,-51.8667,"Carnivora",0.030818348,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,32.6042251586914,-3.47964505208421,"Medium"
"Chrysocyon brachyurus",-20.469266,-55.20453,"Carnivora",0.017712044,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,13.68492603302,-4.03351041882743,"Medium"
"Chrysocyon brachyurus",-22.1164,-43.2185,"Carnivora",0.012941148,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,49.3343544006348,-4.34734327668841,"Medium"
"Chrysocyon brachyurus",-16.598535,-50.195063,"Carnivora",0.014685112,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,20.0962181091309,-4.22092108753054,"Medium"
"Chrysocyon brachyurus",-20.490151,-54.80721,"Carnivora",0.011245537,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,34.6968307495117,-4.48778394015349,"Low"
"Chrysocyon brachyurus",-25.176596,-57.555961,"Carnivora",0.066275951,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,41.6965103149414,-2.71392817760785,"Medium"
"Chrysocyon brachyurus",-14.0467,-47.3878,"Carnivora",0.049951463,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,3.62640118598938,-2.99670348502721,"Medium"
"Chrysocyon brachyurus",-22.307184,-43.130266,"Carnivora",0.010781252,22250,6132,484.65,3,1.08276546666667,5.839,4.31565823333333,21.36,10,20,50,20,0,2,2000,1.27448200561021,"1","1","1","1","1","0","1",6,31.5623340606689,-4.52994657924327,"Low"
"Civettictis civetta",14.1154,39.58699,"Carnivora",0.002828252,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,19.3855495452881,-5.86809642600688,"Low"
"Civettictis civetta",7.67344,36.83441,"Carnivora",0.354809407,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,38.048755645752,-1.03617451536944,"High"
"Civettictis civetta",-6.830373,37.670589,"Carnivora",0.04208255,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,39.351245880127,-3.1681221135294,"Medium"
"Civettictis civetta",-22.133333,29.2,"Carnivora",0.162222222,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,5.75422382354736,-1.81878814298584,"High"
"Civettictis civetta",-28.184825,29.09673,"Carnivora",0.006785799,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,23.5386486053467,-4.99292323286426,"Low"
"Civettictis civetta",0.451481,30.384627,"Carnivora",0.36619703,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,13.9207210540771,-1.00458375709684,"High"
"Civettictis civetta",7.676415,36.838274,"Carnivora",0.349812091,13666.67,10220,395.41,2.31,2.2,4.466,1,18.4747579333333,10,40,20,20,10,4,5000,0.550130407539487,"1","1","1","0","1","0","1",5,38.0528106689453,-1.05035915152903,"High"
"Clethrionomys glareolus",42.9,11.2,"Rodentia",0.03424532,20.8,1794.583,83.22,4.295,3.2,0.126,1500,0.001,20,80,0,0,0,3,2400,0.567178373906541,"1","0","1","0","0","0","0",2,17.7930774688721,-3.37420536594608,"Medium"
"Clethrionomys glareolus",55.1694,23.8813,"Rodentia",5.10549e-05,20.8,1794.583,83.22,4.295,3.2,0.126,1500,0.001,20,80,0,0,0,3,2400,0.567178373906541,"1","0","1","0","0","0","0",2,19.7183208465576,-9.88260903363071,"Low"
"Clethrionomys glareolus",49.50914,17.30351,"Rodentia",0.797107651,20.8,1794.583,83.22,4.295,3.2,0.126,1500,0.001,20,80,0,0,0,3,2400,0.567178373906541,"1","0","1","0","0","0","0",2,17.3743362426758,-0.226765539049601,"High"
"Clethrionomys glareolus",45.212864,9.356684,"Rodentia",0.013842739,20.8,1794.583,83.22,4.295,3.2,0.126,1500,0.001,20,80,0,0,0,3,2400,0.567178373906541,"1","0","1","0","0","0","0",2,45.5598297119141,-4.27999444374887,"Medium"
"Clethrionomys rutilus",42.40267547,128.0433181,"Rodentia",0.003452941,25,1484.41191856667,145.452,6.3,4,0.139,420.17,0.0019989,20,80,0,0,0,3,2356.383,0.539991564028901,"1","0","0","1","0","0","0",2,5.14117956161499,-5.66852894731163,"Low"
"Clethrionomys rutilus",42.2801883,127.8093222,"Rodentia",0.000407368,25,1484.41191856667,145.452,6.3,4,0.139,420.17,0.0019989,20,80,0,0,0,3,2356.383,0.539991564028901,"1","0","0","1","0","0","0",2,9.83041954040527,-7.80579360413921,"Low"
"Clethrionomys rutilus",41.6969,127.7153,"Rodentia",0.10971707,25,1484.41191856667,145.452,6.3,4,0.139,420.17,0.0019989,20,80,0,0,0,3,2356.383,0.539991564028901,"1","0","0","1","0","0","0",2,0.934690117835999,-2.20985031760762,"Medium"
"Clethrionomys rutilus",42.405375,128.042614,"Rodentia",0.00013973,25,1484.41191856667,145.452,6.3,4,0.139,420.17,0.0019989,20,80,0,0,0,3,2356.383,0.539991564028901,"1","0","0","1","0","0","0",2,9.40482425689697,-8.87579856887192,"Low"
"Coendou insidiosus",-22.5026,-42.8424,"Rodentia",0.353828802,998.32,517.083,453.960467266667,0.97,1.72443366666667,1.059,26.3,0.311799316666666,0,100,0,0,0,2,1996.25603333333,0.753918511308735,"1","0","0","0","0","0","1",2,11.5178556442261,-1.03894209299497,"High"
"Coendou insidiosus",-20.580677,-40.417217,"Rodentia",0.057544033,998.32,517.083,453.960467266667,0.97,1.72443366666667,1.059,26.3,0.311799316666666,0,100,0,0,0,2,1996.25603333333,0.753918511308735,"1","0","0","0","0","0","1",2,28.6255207061768,-2.85520483294304,"Medium"
"Coendou insidiosus",-22.307184,-43.130266,"Rodentia",0.025156254,998.32,517.083,453.960467266667,0.97,1.72443366666667,1.059,26.3,0.311799316666666,0,100,0,0,0,2,1996.25603333333,0.753918511308735,"1","0","0","0","0","0","1",2,31.5623340606689,-3.6826487453571,"Medium"
"Coendou mexicanus",10.020301,-83.215233,"Rodentia",0.090884642,2000,6095.5,485.577753433334,1,1.56482216666667,1.552,27.9091908666667,0.3384608,0,100,0,0,0,2,1913.3,0.777962201862623,"1","0","0","0","0","0","0",1,22.0313472747803,-2.39816424696868,"Medium"
"Coendou prehensilis",-20.675583,-43.349806,"Rodentia",0.031277857,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,13.66100025177,-3.46484487588214,"Medium"
"Coendou prehensilis",-19.7091,-47.9835,"Rodentia",0.045326454,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,43.6360549926758,-3.09386444342939,"Medium"
"Coendou prehensilis",-18.232298,-50.431983,"Rodentia",0.04254665,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,18.5492343902588,-3.15715415796701,"Medium"
"Coendou prehensilis",-19.36333333,-48.07916667,"Rodentia",0.022663227,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,14.6931056976318,-3.78701162398934,"Medium"
"Coendou prehensilis",-2.323301,-60.044455,"Rodentia",0.006493156,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,11.4166145324707,-5.03700657987039,"Low"
"Coendou prehensilis",-22.246302,-47.839529,"Rodentia",0.140721872,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,21.9591789245605,-1.96096987562824,"High"
"Coendou prehensilis",-16.575593,-50.261,"Rodentia",0.072891778,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,14.1203746795654,-2.61877943096468,"Medium"
"Coendou prehensilis",-16.598535,-50.195063,"Rodentia",0.014685112,3900,9709,833.07,1,1.11,2.241,35.69,0.14,0,100,0,0,0,2,2066.4365,0.567092818586544,"1","0","0","0","0","0","0",1,20.0962181091309,-4.22092108753054,"Medium"
"Coendou rufescens",6.15,-75.55,"Rodentia",0.616289632,831.79,456.25,301.073238666667,3.06621456666667,2.18255766666667,1.03450693333333,338.523289266667,0.0333076666666666,1,99,0.065,0.617,0.348,2.71573333333333,2700,0.699774062558613,"1","0","0","0","0","0","0",1,25.6005058288574,-0.484038244131271,"High"
"Coendou spinosus",-22.307184,-43.130266,"Rodentia",0.017968753,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,31.5623340606689,-4.019120974028,"Medium"
"Coendou spinosus",-21.6889,-43.3444,"Rodentia",0.006330173,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,39.8149833679199,-5.06242771302574,"Low"
"Coendou spinosus",-27.35,-50.9,"Rodentia",0.184033613,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,9.98854160308838,-1.69263685870917,"High"
"Coendou spinosus",-25.54553,-48.78396,"Rodentia",0.144648356,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,24.6932792663574,-1.93344961298925,"High"
"Coendou spinosus",-10.675567,-62.208069,"Rodentia",0.062543054,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,18.0498847961426,-2.77190009539768,"Medium"
"Coendou spinosus",-25.753,-54.54,"Rodentia",0.529049402,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,10.897801399231,-0.636673463960552,"High"
"Coendou spinosus",-23.8944,-52.7339,"Rodentia",0.830197973,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,13.2148427963257,-0.186091084946521,"High"
"Coendou spinosus",-28.170158,-52.314813,"Rodentia",0.160541691,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,18.6696910858154,-1.82920161313373,"High"
"Coendou spinosus",-21.470753,-47.908255,"Rodentia",0.059646764,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,12.5507373809814,-2.81931538170023,"Medium"
"Coendou spinosus",-30.0867,-50.6708,"Rodentia",0.149506641,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,9.05039978027344,-1.90041446573332,"High"
"Coendou spinosus",-26.581324,-48.722133,"Rodentia",0.034724714,1250.39,2535.229,437.917798633334,1,1.90261733333333,1.199,53.2347494666667,0.276936116666667,0,100,0,0,0,2,2290.367,0.719511420567809,"1","1","0","0","0","0","0",2,29.5938949584961,-3.36030362651676,"Medium"
"Colobus guereza",7.67344,36.83441,"Primates",0.074696717,9058.41,12775,1916.25,1,0.775,3.562,119.594,0.17,0,100,0,0,0,2,2099.19186666667,1.42537918022475,"1","0","0","0","0","0","1",2,38.048755645752,-2.59431913693901,"Medium"
"Colobus guereza",0.621249,30.352545,"Primates",0.436497266,9058.41,12775,1916.25,1,0.775,3.562,119.594,0.17,0,100,0,0,0,2,2099.19186666667,1.42537918022475,"1","0","0","0","0","0","1",2,22.5165748596191,-0.828973167181431,"High"
"Colobus guereza",7.676415,36.838274,"Primates",0.073644651,9058.41,12775,1916.25,1,0.775,3.562,119.594,0.17,0,100,0,0,0,2,2099.19186666667,1.42537918022475,"1","0","0","0","0","0","1",2,38.0528106689453,-2.60850376600223,"Medium"
"Colobus guereza",0.451481,30.384627,"Primates",0.122065677,9058.41,12775,1916.25,1,0.775,3.562,119.594,0.17,0,100,0,0,0,2,2099.19186666667,1.42537918022475,"1","0","0","0","0","0","1",2,13.9207210540771,-2.10319604303418,"High"
"Condylura cristata",35.8926,-76.1784,"Soricomorpha",0.109481365,52.15,1095,344.16,4.42,1,1.529,4999.99,0.004,80,0,0,0,0,2,1828.44286666667,0.807195870709154,"1","0","1","0","1","0","0",3,15.0005216598511,-2.21200092685669,"Medium"
"Condylura cristata",35.91914931,-76.23549208,"Eulipotyphla",0.176399189,52.15,1095,344.16,4.42,1,1.529,4999.99,0.004,80,0,0,0,0,2,1828.44286666667,0.807195870709154,"1","0","1","0","1","0","0",3,48.1088104248047,-1.73500573292568,"High"
"Conepatus chinga",-24.866723,-50.445759,"Carnivora",0.000682593,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,17.5704498291016,-7.28961177645196,"Low"
"Conepatus chinga",-30.117957,-53.619222,"Carnivora",2.063281379,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,19.8435955047607,0.72429761790524,"High"
"Conepatus chinga",-32.076796,-52.270823,"Carnivora",0.529360048,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,34.8861846923828,-0.636086458602804,"High"
"Conepatus chinga",-30.0867,-50.6708,"Carnivora",0.083059245,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,9.05039978027344,-2.48820113063543,"Medium"
"Conepatus chinga",-28.170158,-52.314813,"Carnivora",0.080270846,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,18.6696910858154,-2.52234878746476,"Medium"
"Conepatus chinga",-24.739094,-65.028936,"Carnivora",0.037410668,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,32.7104568481445,-3.28579937459332,"Medium"
"Conepatus chinga",-30.347781,-53.998679,"Carnivora",0.964322374,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,14.2240552902222,-0.0363296274120395,"High"
"Conepatus chinga",-29.878831,-50.16805,"Carnivora",0.516083227,3400,3704.75,365,3.26984763333333,1.3662235,11.84,20.9243389666667,2.87739036666666,80,10,0,10,0,1,4100,0.655411362300507,"0","1","1","1","0","0","0",3,21.1244487762451,-0.661487233871174,"High"
"Conepatus semistriatus",-0.684398492,-77.80531683,"Carnivora",0.018560074,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,14.5904502868652,-3.98674256456307,"Medium"
"Conepatus semistriatus",-7.167969,-35.367968,"Carnivora",0.023197835,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,28.9562225341797,-3.76369632362988,"Medium"
"Conepatus semistriatus",-21.470753,-47.908255,"Carnivora",0.005964676,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,12.5507373809814,-5.12190054175575,"Low"
"Conepatus semistriatus",10.468506,-84.657612,"Carnivora",0.10588548,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,29.3919906616211,-2.24539714625686,"Medium"
"Conepatus semistriatus",-19.7091,-47.9835,"Carnivora",0.672342402,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,43.6360549926758,-0.396987541437969,"High"
"Conepatus semistriatus",9.508766,-75.236148,"Carnivora",0.03158815,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,23.6437187194824,-3.45497322871935,"Medium"
"Conepatus semistriatus",-0.9794,-77.2876,"Carnivora",0.018560074,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,3.68881225585938,-3.98674256456307,"Medium"
"Conepatus semistriatus",-14.0467,-47.3878,"Carnivora",0.083252438,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,3.62640118598938,-2.4858778652651,"Medium"
"Conepatus semistriatus",-4.926667,-80.344444,"Carnivora",0.232713718,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,45.956413269043,-1.45794625897184,"High"
"Conepatus semistriatus",10.020301,-83.215233,"Carnivora",0.090884642,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,22.0313472747803,-2.39816424696868,"Medium"
"Conepatus semistriatus",-19.36333333,-48.07916667,"Carnivora",0.324839588,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,14.6931056976318,-1.12442379388544,"High"
"Conepatus semistriatus",-14.157535,-47.59415,"Carnivora",0.044735652,1598.67,5092.9016741,365,3.995,1.1415308,8.18,9.52,0.27,80,10,0,10,0,1,2661.2614,1.16567791857834,"1","0","1","1","0","0","0",3,12.5490980148315,-3.10698451137101,"Medium"
"Craseomys rufocanus",41.6969,127.7153,"Rodentia",6.235586834,27.5,1213.625,110,4.57,2.92,0.147,1487.24176643333,0.00254293333333332,20,80,0,0,0,3,2700,0.551817772910953,"1","0","1","1","1","0","0",5,0.934690117835999,1.83027269402944,"High"
"Craseomys rufocanus",42.2801883,127.8093222,"Rodentia",0.006925257,27.5,1213.625,110,4.57,2.92,0.147,1487.24176643333,0.00254293333333332,20,80,0,0,0,3,2700,0.551817772910953,"1","0","1","1","1","0","0",5,9.83041954040527,-4.97258011568401,"Low"
"Craseomys rufocanus",42.40267547,128.0433181,"Rodentia",0.073892941,27.5,1213.625,110,4.57,2.92,0.147,1487.24176643333,0.00254293333333332,20,80,0,0,0,3,2700,0.551817772910953,"1","0","1","1","1","0","0",5,5.14117956161499,-2.60513797656469,"Medium"
"Craseomys rufocanus",42.405375,128.042614,"Rodentia",0.00794133,27.5,1213.625,110,4.57,2.92,0.147,1487.24176643333,0.00254293333333332,20,80,0,0,0,3,2700,0.551817772910953,"1","0","1","1","1","0","0",5,9.40482425689697,-4.83567451145348,"Low"
"Craseomys rufocanus",36.579695,127.92624,"Rodentia",0.05750829,27.5,1213.625,110,4.57,2.92,0.147,1487.24176643333,0.00254293333333332,20,80,0,0,0,3,2700,0.551817772910953,"1","0","1","1","1","0","0",5,24.8207054138184,-2.85582616765785,"Medium"
"Cricetomys emini",0.451481,30.384627,"Rodentia",0.122065677,1400,3066,195.92,3.11,3.75,1.275,0.6,2.72722213333333,40,60,0,0,0,3,3500,0.362699677136336,"1","0","0","0","0","0","0",1,13.9207210540771,-2.10319604303418,"High"
"Cricetomys gambianus",-6.830373,37.670589,"Rodentia",0.294577849,1510.7,3066,212.91,3.33,3.75,1.33,178.837025133334,0.0735964000000001,40,60,0,0,0,3,2000,0.405821180577137,"1","1","0","0","0","0","1",3,39.351245880127,-1.22221196786878,"High"
"Cricetomys gambianus",-22.133333,29.2,"Rodentia",0.010138889,1510.7,3066,212.91,3.33,3.75,1.33,178.837025133334,0.0735964000000001,40,60,0,0,0,3,2000,0.405821180577137,"1","1","0","0","0","0","1",3,5.75422382354736,-4.59137685289685,"Low"
"Cricetus cricetus",49.50914,17.30351,"Rodentia",3.839459757,400,1460,91.25,7.14,2,0.64,2169.8645185,0.0878458,10,80,0,10,0,1,650,0.331025340213876,"0","0","1","1","0","0","1",3,17.3743362426758,1.34533166842086,"High"
"Cricetus cricetus",48.18889,17.7267,"Rodentia",9.473175826,400,1460,91.25,7.14,2,0.64,2169.8645185,0.0878458,10,80,0,10,0,1,650,0.331025340213876,"0","0","1","1","0","0","1",3,48.7845268249512,2.24846420747276,"High"
"Crocidura fuliginosa",14.428868,101.368889,"Eulipotyphla",0.052506099,12,2267.58721413333,277.729294066667,1.615,2.1489935,0.744,1316.73120383333,0.0669733333333334,50,0,0,10,40,2,2053.46763333333,0.650261171153411,"1","0","1","1","0","0","1",5,13.8032693862915,-2.94682594470337,"Medium"
"Crocidura hirta",-22.133333,29.2,"Eulipotyphla",0.030416667,14.735,121.667,151.0009155,3.67,2.38,0.823,40,0.0567199666666668,50,0,0,10,40,2,1956.73816666667,0.435464945132775,"0","1","0","1","0","1","1",4,5.75422382354736,-3.49276456422874,"Medium"
"Crocidura lasiura",42.405375,128.042614,"Eulipotyphla",6.98651e-05,14.8,980.074171166667,170.5625937,4.82027249999999,2.6769255,0.825,1192.25191723333,0.0289909,50,0,0,10,40,2,1878.94683333333,0.442203511700306,"0","0","0","1","0","0","0",1,9.40482425689697,-9.56894431810103,"Low"
"Crocidura lasiura",36.579695,127.92624,"Eulipotyphla",0.03286188,14.8,980.074171166667,170.5625937,4.82027249999999,2.6769255,0.825,1192.25191723333,0.0289909,50,0,0,10,40,2,1878.94683333333,0.442203511700306,"0","0","0","1","0","0","0",1,24.8207054138184,-3.41544195559327,"Medium"
"Crocidura lasiura",41.6969,127.7153,"Eulipotyphla",0.054858535,14.8,980.074171166667,170.5625937,4.82027249999999,2.6769255,0.825,1192.25191723333,0.0289909,50,0,0,10,40,2,1878.94683333333,0.442203511700306,"0","0","0","1","0","0","0",1,0.934690117835999,-2.90299749816756,"Medium"
"Crocidura russula",41.7294,1.8272,"Eulipotyphla",0.64014686,10.6,1460,95.2,4.04,3.5,0.7,8850,0,50,0,0,10,40,2,2000,0.325549794229231,"0","0","1","0","0","0","1",2,38.2068367004395,-0.446057660202346,"High"
"Crocidura russula",38.688535,-8.104944,"Eulipotyphla",4.5,10.6,1460,95.2,4.04,3.5,0.7,8850,0,50,0,0,10,40,2,2000,0.325549794229231,"0","0","1","0","0","0","1",2,16.1559085845947,1.50407739677627,"High"
"Crocidura russula",38.54,-8.22583333,"Eulipotyphla",0.080420094,10.6,1460,95.2,4.04,3.5,0.7,8850,0,50,0,0,10,40,2,2000,0.325549794229231,"0","0","1","0","0","0","1",2,15.662034034729,-2.52049120865023,"Medium"
"Crocidura russula",36.9833,-6.4333,"Eulipotyphla",0.031783124,10.6,1460,95.2,4.04,3.5,0.7,8850,0,50,0,0,10,40,2,2000,0.325549794229231,"0","0","1","0","0","0","1",2,4.5100212097168,-3.44881982188665,"Medium"
"Crocuta crocuta",-2.7848,38.8174,"Carnivora",0.025433756,63000,15001.5,900.705,2,1,49.498,0.359,21.93,0,0,100,0,0,1,4100,0.774639472085483,"1","1","0","1","0","0","0",3,11.5031881332397,-3.67167801088718,"Medium"
"Crocuta crocuta",-14.5,26.167,"Carnivora",0.00729927,63000,15001.5,900.705,2,1,49.498,0.359,21.93,0,0,100,0,0,1,4100,0.774639472085483,"1","1","0","1","0","0","0",3,13.4553213119507,-4.91998093582813,"Low"
"Crocuta crocuta",-22.133333,29.2,"Carnivora",0.010138889,63000,15001.5,900.705,2,1,49.498,0.359,21.93,0,0,100,0,0,1,4100,0.774639472085483,"1","1","0","1","0","0","0",3,5.75422382354736,-4.59137685289685,"Low"
"Crocuta crocuta",7.676415,36.838274,"Carnivora",0.050773778,63000,15001.5,900.705,2,1,49.498,0.359,21.93,0,0,100,0,0,1,4100,0.774639472085483,"1","1","0","1","0","0","0",3,38.0528106689453,-2.98037523876739,"Medium"
"Crocuta crocuta",14.1154,39.58699,"Carnivora",0.031110767,63000,15001.5,900.705,2,1,49.498,0.359,21.93,0,0,100,0,0,1,4100,0.774639472085483,"1","1","0","1","0","0","0",3,19.3855495452881,-3.47020131392456,"Medium"
"Crocuta crocuta",7.67344,36.83441,"Carnivora",0.051499118,63000,15001.5,900.705,2,1,49.498,0.359,21.93,0,0,100,0,0,1,4100,0.774639472085483,"1","1","0","1","0","0","0",3,38.048755645752,-2.96619059767269,"Medium"
